Gene,loci,Training_Score,XGB_Score,Median_Pvalue,Gene_type,rsID_LEAD_SNP,minTRAIT
GATA2,576,0.75,0.822629272937775,0.00000000000000027235,protein_coding,"rs62270945, rs55914222",PP
RYK,577,,0.640228450298309,0.00000000000000000000005515,protein_coding,rs75305034,"DBP,SBP"
MME,578,1,0.882483899593353,0.0000004259,protein_coding,rs61762319,SBP
YEATS2,579,,0.78244936466217,0.00000000000000767,protein_coding,"rs262986, rs262993",SBP
TMEM44,580,,0.65039587020874,0.0000000000717,protein_coding,NA,DBP
TMEM44-AS1,580,,0.369553536176682,0.00000000000577,antisense,rs1706003,DBP
CTNNB1,581,0.75,0.703850090503693,0.0000000209,protein_coding,NA,"DBP,SBP"
ULK4,581,,0.791357815265656,0.000000000000000000000000000000000000000000000000000000000000000000000000154,protein_coding,"rs6768542, rs149240564, rs9816560, rs3774372, rs9815354, rs1716653","DBP, PP"
ARIH2,582,,0.795296251773834,0.00000001585,protein_coding,NA,SBP
CCDC36,582,,0.300987720489502,,protein_coding,NA,""
DALRD3,582,0.75,0.612367630004883,0.0000000146,protein_coding,NA,SBP
LAMB2,582,,0.841152906417847,0.00000004345,protein_coding,NA,SBP
QRICH1,582,,0.736811757087708,0.00000002315,protein_coding,NA,SBP
USP4,582,,0.843162834644318,0.0000000126,protein_coding,rs6774721,SBP
NPNT,583,,0.697662651538849,0.0000000000000000000000000000004825,protein_coding,"rs56388530, rs13112725",SBP
ENPEP,584,,0.868518233299255,0.0000000000000000000004745,protein_coding,"rs6533515, rs6825911, rs4358460, rs33966350",DBP
ZBED1P1,584,,0.245391279459,0.00000000000239,pseudogene,NA,DBP
EDNRA,585,1,0.823204636573792,0.0000000000000000055,protein_coding,"rs1568137, rs10305838, rs6855875, rs13143677","PP, DBP, SBP"
GUCY1A3,586,1,0.809847235679627,0.000000000000000000000000008795,protein_coding,rs13139571,DBP
GUCY1B3,586,1,0.789863407611847,0.00000000000000000000000001435,protein_coding,NA,DBP
IGFBP7,587,,0.759097099304199,0.0000026515,protein_coding,rs1718845,DBP
CSNK1G3,588,,0.742730259895325,0.000000000022,protein_coding,"rs4530754, rs200741311, rs1579036","PP,DBP"
KRT18P16,588,,0.309086710214615,0.0000857,pseudogene,NA,PP
MARK2P11,589,,0.102194614708424,,pseudogene,NA,""
FOXO3,590,,0.603955268859863,0.0000000000184,protein_coding,"rs2153960, rs3800229","SBP,PP"
EDN1,591,1,0.929396092891693,0.00000000358,protein_coding,"rs1630736, rs5370",PP
HIVEP2,592,,0.763631880283356,0.00000000007945,protein_coding,"rs6570530, rs13195550, rs7758383","SBP, DBP, PP"
HLA-B,593,0.75,0.548759996891022,,protein_coding,rs1050518,""
C6orf89,594,,0.637610971927643,0.0000000138,protein_coding,NA,PP
CDKN1A,594,0.75,0.642069578170776,0.00000000000008015,protein_coding,"rs3176336, rs1801270",PP
PPIL1,594,,0.868442058563232,0.0000000069595,protein_coding,rs236349,PP
KCNK5,595,,0.820906341075897,0.00000000005789,protein_coding,"rs2561396, rs9471008, rs4714224","DBP,SBP, PP"
PKHD1,596,,0.86782443523407,0.00000000001465,protein_coding,"rs9463706, rs9474077, rs13205180, rs9296668","DBP,SBP"
DSP,597,1,0.86234986782074,0.0000000000212,protein_coding,NA,PP
ZC3HC1,598,,0.890890836715698,0.00000000000000000000010815,protein_coding,rs11556924,DBP
CCM2,599,,0.638941168785095,0.00000000218,protein_coding,"rs73105827, rs2107732",DBP
IGFBP3,600,0.75,0.764483690261841,0.000000000000000000000000000000000000000000000000000000000000000000000000000000124,protein_coding,NA,PP
LIMK1,601,0.75,0.784833908081055,0.00000000091,protein_coding,NA,PP
MSRA,602,,0.860540091991425,0.0000000000000000000000116,protein_coding,"rs9650650, rs2001337, rs1986971, rs7005363",SBP
NCALD,603,,0.839933812618256,0.000000000786,protein_coding,rs142449193,SBP
MSRA,604,,0.860540091991425,0.0000000000000000000000116,protein_coding,"rs9650650, rs2001337, rs1986971, rs7005363",SBP
ZFPM2,605,,0.85849130153656,,protein_coding,rs17282623,SBP
ZFAT,606,,0.684648156166077,0.000000000000159,protein_coding,"rs112070444, rs894344, rs112892337, rs716100","SBP,DBP"
GPR20,607,,0.297362953424454,0.00000000000002615,protein_coding,"rs34591516, rs36092215, rs12682621","DBP,PP, SBP"
PTK2,607,,0.847569644451141,0.000000000000149,protein_coding,"rs10087782, rs11777688, rs11781072","SBP, DBP"
SLC45A4,607,,0.569077730178833,0.00000000559,protein_coding,"rs4961258, rs10875468, rs11167039, rs7014099, rs35675837","PP,DBP, SBP"
PLEC,608,,0.706472396850586,0.00000000835,protein_coding,rs113513807,DBP
SLC25A37,609,,0.659140706062317,0.000000000000000000000137,protein_coding,"rs11785562, rs7842120, rs62503324","PP, DBP"
SLC20A2,610,,0.824818968772888,0.0000000000000630257,protein_coding,rs2978456,PP
ZBTB10,611,,0.737698972225189,0.000000000694,protein_coding,rs76767219,"SBP, DBP"
OSGIN2,612,0.75,0.781917095184326,0.00000000498,protein_coding,rs2142141,DBP
COL15A1,613,,0.977636456489563,0.000000000000000113,protein_coding,"rs10988442, rs2075662, rs2075663, rs2075665, rs2297603",PP
ASTN2,614,,0.626013100147247,0.000000000649,protein_coding,"rs1861881, rs6478246",DBP
CASZ1,615,,0.82802939414978,0.0000000000000000000000000000000000000000000000000007750685,protein_coding,"rs729104, rs17035646, rs880315, rs682178","PP, SBP"
CAPZA1,616,,0.755509376525879,0.0000000000000000000000000000000000372,protein_coding,rs17030613,DBP
MOV10,616,,0.795494318008423,0.0000000000000000000000000000000000000088,protein_coding,rs2932538,DBP
RHOC,616,,0.601163327693939,0.000000000000000000000000000000000000001373,protein_coding,NA,DBP
SLC16A1,616,0.75,0.783549726009369,0.000000000000000368,protein_coding,rs1049434,DBP
SLC16A1-AS1,616,,0.365583121776581,0.0000000000000000335,antisense,NA,DBP
ST7L,616,,0.675146758556366,0.0000000000000000000000000000000000121,protein_coding,rs551408639,DBP
WNT2B,616,,0.733829140663147,0.00000000000000000000000000000000000305,protein_coding,"rs1620668, rs3790606, rs351370","SBP,DBP"
C1orf167,617,,0.185408070683479,0.00000000000000000000000000000000000000000000000000000000000000000000000328,protein_coding,NA,"DBP, SBP"
CLCN6,617,1,0.893655240535736,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000322,protein_coding,"rs17376328, rs55892892, rs2272803","DBP, SBP"
MTHFR,617,0.75,0.851014733314514,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000049565,protein_coding,"rs4846049, rs41394446, rs17037390, rs17367504","DBP, SBP"
NPPA,617,1,0.903639137744904,0.0002707,protein_coding,"rs61764044, rs5068, rs5066, rs12744757, rs202102042, rs41300100","DBP, SBP"
NPPA-AS1,617,,0.629819929599762,0.0002391,antisense,"rs61764044, rs5068, rs5066, rs12744757, rs202102042","SBP, DBP"
NPPB,617,1,0.810883283615112,,protein_coding,NA,""
HAX1,618,,0.740669131278992,0.000000000244,protein_coding,rs13796,DBP
NPR1,618,1,0.979932904243469,,protein_coding,"rs35479618, rs116245325",""
S100A2,618,,0.773422598838806,0.004268,protein_coding,NA,"PP, SBP"
S100A3,618,,0.396254688501358,0.005478,protein_coding,NA,SBP
S100A4,618,,0.872638761997223,0.005546,protein_coding,rs138957616,"PP,SBP"
S100A5,618,,0.156080260872841,0.01843,protein_coding,NA,PP
UBAP2L,618,,0.791941583156586,0.000000000259,protein_coding,NA,DBP
SEMA4A,619,,0.613363683223724,0.00000000297,protein_coding,rs76719272,SBP
ACAP3,620,,0.659025371074677,,protein_coding,NA,""
AURKAIP1,620,,0.656425714492798,0.000000000004245,protein_coding,rs2649599,PP
CCNL2,620,,0.530975103378296,0.00000000000691,protein_coding,NA,PP
CPSF3L,620,,0.673902630805969,0.00000000000739,protein_coding,rs1886773,PP
DVL1,620,,0.832821190357208,0.0000000000000634,protein_coding,rs307359,PP
GLTPD1,620,,0.478597640991211,0.000000000000217,protein_coding,NA,PP
MRPL20,620,,0.846092820167542,0.000000000003235,protein_coding,NA,PP
MXRA8,620,,0.707705855369568,0.0000000000008585,protein_coding,rs4970439,PP
PBX1,621,,0.808587491512299,0.0000000000119,protein_coding,rs2171690,DBP
NAV1,622,,0.752154529094696,0.00000000000000866,protein_coding,"rs474226, rs12037669, rs882624, rs650720","PP, DBP"
MDM4,623,,0.772897005081177,0.00000000000000329,protein_coding,"rs2169137, rs4245739",DBP
PIK3C2B,623,,0.766200125217438,0.00000000000000208,protein_coding,"rs7519417, rs10494852",DBP
SOX13,623,,0.731691539287567,0.0000000000403,protein_coding,"rs11240656, rs16852778, rs12239182","SBP, DBP"
CALML6,624,,0.772851049900055,0.0000000000000000000000173,protein_coding,NA,SBP
GNB1,624,,0.714748084545136,0.000000000000000000000000187,protein_coding,NA,SBP
NADK,624,,0.789112865924835,0.0000000000000000000000000833,protein_coding,"rs1014988, rs7796, rs139385870, rs4648815",SBP
SKI,624,,0.778026819229126,0.000000293,protein_coding,rs260508,SBP
SLC35E2,624,,0.458467930555344,0.000000000000000000000000143,protein_coding,NA,SBP
AGT,625,1,0.974503457546234,0.0000000000000000000000000000000000001585,protein_coding,"rs2478524, rs1805090, rs699, rs2004776, rs3889728",DBP
COG2,625,,0.931486070156097,0.0000000000000000000000000000000000000925,protein_coding,NA,DBP
AHDC1,626,,0.755726754665375,0.000000004185,protein_coding,NA,SBP
C1orf172,626,,0.615335881710053,0.000000000024,protein_coding,rs79598313,"DBP, SBP"
CD164L2,626,,0.105120107531548,0.000000157,protein_coding,rs2504779,SBP
FAM46B,626,,0.593523919582367,,protein_coding,NA,""
FCN3,626,,0.61230343580246,0.000000000218,protein_coding,rs11247642,SBP
FGR,626,,0.771965622901917,0.0000000003165,protein_coding,rs3737801,SBP
GPR3,626,0.75,0.588566720485687,0.00000001285,protein_coding,NA,SBP
NUDC,626,,0.781872749328613,0.0000000000387,protein_coding,NA,"DBP,SBP"
WASF2,626,,0.745170831680298,0.0000000526,protein_coding,rs2504776,SBP
CCDC30,627,,0.654642105102539,0.000000000000428,protein_coding,"rs61777387, rs72659998, rs12116637",PP
HIVEP3,627,,0.564695060253143,0.00000000000000003315,protein_coding,rs7515635,SBP
HNRNPFP1,627,,0.102194614708424,0.0000000000000000176,pseudogene,NA,SBP
PPCS,627,,0.676782369613648,0.000000000000596,protein_coding,NA,PP
RIMKLA,627,,0.473892092704773,0.000000001945,protein_coding,NA,PP
TMSB4XP1,627,,0.4395632147789,0.000000000000416,pseudogene,NA,PP
ZMYND12,627,,0.671034812927246,0.000000000001102,protein_coding,NA,PP
SGIP1,628,,0.757997572422028,0.0000000000125,protein_coding,"rs7547570, rs6662330, rs20354","PP,SBP"
PKD2L1,629,1,0.853648722171783,0.0000000000000124,protein_coding,rs603424,DBP
BTRC,630,,0.808584332466126,0.000000000802,protein_coding,rs72847884,DBP
PAX2,630,,0.711615204811096,0.000000000000000000000000000000000000000000001775,protein_coding,"rs561980690, rs11190709, rs10883543",SBP
AS3MT,631,0.75,0.764062404632568,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000509,protein_coding,NA,SBP
C10orf32,631,,0.0999799519777298,0.00000000000000000000000000000000000000000000000000000000000000000000013725,protein_coding,NA,SBP
C10orf32-ASMT,631,,0.613744854927063,0.00000000000000000000000000000000000000000000000000000000000000000000006950000000136,protein_coding,NA,SBP
CNNM2,631,,0.745139062404633,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000035,protein_coding,rs11191548,SBP
CYP17A1,631,0.75,0.66439950466156,0.000000000000000000000000000000000000000000000000000000000000000000000129,protein_coding,rs1004467,SBP
NT5C2,631,0.75,0.687864363193512,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000372,protein_coding,rs11191548,SBP
PDCD11,631,,0.612880766391754,0.000000000000000657,protein_coding,NA,DBP
PFN1P11,631,,0.598884165287018,0.0000000000000000000000000000000000000000000000000000000000000000000000486,pseudogene,NA,SBP
ST13P13,631,,0.103869095444679,0.00000000000000106,pseudogene,NA,DBP
TAF5,631,,0.781207919120789,0.00000000000000338,protein_coding,NA,DBP
USMG5,631,,0.299381762742996,0.00000000000000265,protein_coding,rs12770529,DBP
SORCS3,632,,0.667560458183289,0.0000000000000000946,protein_coding,"rs111790405, rs181200083, rs540369678, rs191784289","DBP,SBP"
SORCS3,633,,0.667560458183289,0.0000000000000000946,protein_coding,"rs111790405, rs181200083, rs540369678, rs191784289","DBP,SBP"
TCF7L2,634,0.75,0.76621812582016,0.000000000000000000828,protein_coding,"rs34872471, rs11196205, rs1028629",PP
INPP5A,635,,0.782558441162109,0.00000000596,protein_coding,"rs12412313, rs1133400, rs12770172",SBP
CACNB2,636,1,0.963296592235565,0.0000000000000000000000000000000000173,protein_coding,"rs12570727, rs150534429, rs10764331, rs543066805, rs1779228, rs2489204, rs11013910, rs1813353, rs11014166, rs7923191, rs7917206, rs12258967","DBP, PP,SBP"
SLC39A12,636,,0.609204411506653,0.00000000345,protein_coding,"rs2497778, rs1891392","PP,SBP, DBP"
MALRD1,637,,0.319925755262375,0.00000000427,protein_coding,"rs11010905, rs7924250",PP
PLXDC2,637,,0.614847302436829,0.00000000008685,protein_coding,"rs61841505, rs72795925, rs138765972","DBP, PP"
KIAA1462,638,,0.436846911907196,0.00000000000000000000000000000424,protein_coding,"rs9337951, rs2478835",PP
GDF2,639,0.75,0.741333186626434,0.000000000000877,protein_coding,rs34130368,DBP
SGMS1,640,,0.793511152267456,0.001547,protein_coding,rs1436206,PP
ASB13,641,,0.446387261152267,0.00000301,protein_coding,rs78909240,PP
FAM208B,641,,0.561605155467987,0.00001215,protein_coding,rs56352451,SBP
GDI2,641,,0.763607025146484,0.0000115,protein_coding,NA,SBP
TET1,642,,0.378709971904755,0.00000000213,protein_coding,"rs12773594, rs2298117, rs10998362","DBP,PP"
KLLN,643,,0.410852402448654,0.00000000515,protein_coding,NA,SBP
PTEN,643,0.75,0.790813505649567,0.000000008685,protein_coding,rs77413490,SBP
CTBP2P2,644,,0.102194614708424,0.0000000000000000000000000261,pseudogene,NA,DBP
CYP2C18,644,,0.878944277763367,0.0000000000000000000000000551,protein_coding,NA,DBP
CYP2C19,644,1,0.884218811988831,0.0000000000000000000000000551,protein_coding,rs4494250,DBP
HELLS,644,,0.718242764472961,0.0000000000000000000000000384,protein_coding,NA,DBP
NOC3L,644,,0.867437660694122,,protein_coding,"rs12781628, rs10882437",DBP
PLCE1,644,,0.788852870464325,0.0000000000000000000000000000000000000000116,protein_coding,"rs932764, rs2797983, rs2689691, rs6583932, rs17109875, rs2274224, rs11187844, rs2077218","SBP,DBP"
TBC1D12,644,,0.71936023235321,0.00000000000000000000000001775,protein_coding,NA,DBP
ARHGAP42,645,,0.616675913333893,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000605,protein_coding,"rs633185, rs604723, rs7123718","DBP,SBP"
PGR,645,1,0.864943146705627,,protein_coding,rs618032,PP
CEP164,646,,0.862656474113464,0.000000000000000309,protein_coding,"rs1261744, rs573455, rs8258",PP
PCSK7,646,,0.613744854927063,0.00000000000131,protein_coding,NA,SBP
SIDT2,646,,0.713361084461212,0.00000000000324,protein_coding,NA,SBP
SIK3,646,0.75,0.757667243480682,0.000000000000119,protein_coding,rs1076485,SBP
TAGLN,646,0.75,0.745983839035034,0.000000000001107,protein_coding,NA,SBP
H19,647,,0.218895867466927,0.0000000000000000000000000000203,processed_transcript,rs217727,SBP
LSP1,647,,0.41336327791214,0.00000000000000000000000000000000000000000000523,protein_coding,"rs56014530, rs55840650, rs1810199, rs569550, rs592373, rs661348",SBP
MRPL23-AS1,647,,0.438301503658295,0.00000000000000000000000000000000571,antisense,"rs12575654, rs11564745",SBP
SYT8,647,,0.771225571632385,0.000000000129,protein_coding,NA,DBP
CSRP3,648,,0.721520304679871,0.000000000469,protein_coding,rs10766533,SBP
OR51E1,649,,0.58549290895462,0.000000011035,protein_coding,rs17224476,DBP
OR5D14,650,,0.107716366648674,0.0000000000000000013885,protein_coding,NA,SBP
OR5D16,650,,0.182725802063942,0.000000000000000000734,protein_coding,NA,SBP
OR5L2,650,,0.107716366648674,0.00000000000000000106,protein_coding,NA,SBP
OR8I1P,650,,0.102194614708424,0.0000000000000001505,pseudogene,rs117287834,DBP
LRRC10B,651,,0.342112392187119,0.00000000000000000000000000000000000000001405,protein_coding,rs751984,DBP
AP000721.4,652,,0.0510247871279717,0.00000000000000229,protein_coding,rs4980515,PP
NAA40,652,,0.552013158798218,,protein_coding,NA,""
PLCB3,652,,0.791913688182831,0.00000000107,protein_coding,"rs2302263, rs117874826, rs145502455",SBP
CCND1,653,1,0.811291515827179,0.000000117,protein_coding,"rs586459, rs3212891","DBP,SBP"
MYEOV,653,,0.288904935121536,0.00000000000000000322,protein_coding,"rs4930676, rs67330701",DBP
LMO1,654,,0.406527191400528,0.0000000000219,protein_coding,rs110419,DBP
ST5,654,,0.788513958454132,0.00000000239,protein_coding,"rs11042052, rs10743086",DBP
CD151,655,,0.844249308109283,0.000000000437,protein_coding,NA,PP
EFCAB4A,655,,0.278676301240921,0.0000000001945,protein_coding,rs7126805,PP
EPS8L2,655,,0.737529754638672,0.00000001198,protein_coding,NA,PP
PDDC1,655,,0.306375086307526,0.00000002592,protein_coding,rs139472378,PP
PIDD,655,,0.633361279964447,,protein_coding,rs28710291,PP
SLC25A22,655,,0.587753534317017,0.000000000582,protein_coding,rs191701026,PP
TALDO1,655,,0.82125335931778,0.00000000295,protein_coding,NA,PP
NOX4,656,,0.915732383728027,0.0000000000000000000000000000000000000000000000152,protein_coding,"rs139341533, rs540659338, rs494144, rs595518, rs2289125",PP
MTNR1B,657,0.75,0.732302188873291,0.00000000714,protein_coding,rs10830963,PP
SNRPGP16,657,,0.102194614708424,0.0000000631,pseudogene,rs1387153,PP
RAD52,658,1,0.886918187141419,0.000002325,protein_coding,"rs10849594, rs11571376",SBP
HECTD4,659,,0.726462244987488,,protein_coding,rs11066280,DBP
MED13L,660,,0.763631880283356,0.00000000281,protein_coding,"rs56295994, rs11615689",PP
FBRSL1,661,,0.678611159324646,0.000000000266,protein_coding,"rs12423664, rs117206641",SBP
AEBP2,662,,0.78211259841919,0.0000000000192,protein_coding,"rs61912333, rs11044662",DBP
PDE3A,663,0.75,0.830908954143524,0.000000000309,protein_coding,"rs11045235, rs7488780, rs4762755, rs10841534, rs4762758, rs73080726, rs141325069, rs73080767","SBP, PP, DBP"
SSPN,664,,0.641009151935577,0.000000000421,protein_coding,rs6487543,DBP
DKFZP779L1853,665,,0.613744854927063,0.00000000000263685,protein_coding,NA,PP
H1FNT,665,,0.349148482084274,0.000000000000004515,protein_coding,"rs2261608(^), rs1471997",PP
HDAC7,665,,0.776127755641937,0.000000000000000418,protein_coding,"rs11168245, rs61917655","DBP, SBP"
OR10AD1,665,,0.188897594809532,0.0000000000000284,protein_coding,NA,PP
VDR,665,0.75,0.755002856254578,0.000000000000000153,protein_coding,rs117913411,DBP
ZNF641,665,,0.582640886306763,0.00000000000000945,protein_coding,NA,PP
CCDC65,666,,0.450690239667893,0.000000000003915,protein_coding,rs138650910,SBP
OR5BS1P,666,,0.102194614708424,0.0000622,pseudogene,NA,PP
OR8S1,666,,0.152434289455414,0.00009425,protein_coding,NA,PP
PRKAG1,666,,0.840530335903168,0.0000000000000948,protein_coding,rs1126930,SBP
CALCOCO1,667,,0.798635482788086,,protein_coding,rs78731604,""
HOXC4,667,,0.654882967472076,0.00000000000000000000000000000244,protein_coding,"rs7297416, rs10876531",SBP
ARHGEF25,668,,0.826709449291229,0.000000000000016,protein_coding,"rs10437954, rs113892147, rs116953253","SBP, DBP"
LRP1,668,,0.792006969451904,0.0000000217,protein_coding,rs7968719,PP
LLPH,669,,0.384682029485703,,protein_coding,rs113866309,""
CCT2,670,,0.763607025146484,0.00000000000963,protein_coding,rs61929307,"DBP,SBP"
FRS2,670,,0.800631105899811,0.0000000000069,protein_coding,rs521033,"DBP,SBP"
LRRC10,670,,0.388520330190659,0.0000000001696,protein_coding,NA,DBP
ATP2B1,671,0.75,0.843201100826263,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009555,protein_coding,"rs2681492, rs2681487, rs73196673, rs11105354, rs17249754","DBP, SBP"
NTN4,672,,0.768342018127441,0.00000000024,protein_coding,rs11108209,DBP
IRS2,673,0.75,0.830427765846252,0.0002524,protein_coding,NA,DBP
CARS2,674,,0.701333045959473,0.00000000000763,protein_coding,NA,PP
ING1,674,,0.86881685256958,0.000000000001495,protein_coding,rs3742182,PP
MCF2L,675,,0.815569877624512,0.00000000000000788,protein_coding,"rs3011549, rs9549328","SBP,PP"
SLC7A1,676,,0.810845673084259,0.00000000000000000000003926,protein_coding,"rs9508490, rs7338758, rs63418562, rs11618507","SBP, DBP"
EML1,677,,0.796550571918488,0.00000000000000000216,protein_coding,"rs1475130, rs66546610",PP
HHIPL1,677,,0.567630767822266,0.00000000000000061,protein_coding,"rs17562391, rs12050196, rs149250178","PP, SBP"
HOMEZ,678,,0.632682979106903,0.0000000000000083895,protein_coding,rs12050260,PP
MMP14,678,,0.800287663936615,0.0000000000111,protein_coding,rs17880989,DBP
SOS2,679,,0.764652013778687,0.00000000000000374,protein_coding,"rs61755579, rs72681869",SBP
CDKL1,680,,0.538414001464844,0.000000000000000116,protein_coding,"rs72677850, rs3783412",SBP
L2HGDH,680,,0.665049374103546,0.00000000000000000308,protein_coding,rs72683923,SBP
FBLN5,681,,0.852119326591492,0.00000000132,protein_coding,"rs2244643, rs8023114, rs2474031","PP,DBP"
MYO1E,682,,0.831897854804993,0.000000687,protein_coding,rs3191402,PP
TLN2,683,,0.755421280860901,0.000000000000184,protein_coding,rs956006,PP
SMAD3,684,0.75,0.812275469303131,0.00000000000562,protein_coding,"rs2289261, rs10152566",PP
THSD4,685,,0.786263585090637,0.00000000000000000302,protein_coding,"rs4337253, rs11853359, rs9972379","DBP, PP"
CCDC33,686,,0.198248878121376,0.0000000003545,protein_coding,"rs12916871, rs61653296",DBP
CYP1A2,686,1,0.888739407062531,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000001382,protein_coding,NA,DBP
AKAP13,687,,0.755473792552948,0.000000000757,protein_coding,"rs8024518, rs7166269, rs2061821, rs2061822, rs2061824, rs4075256, rs4075254, rs4843074, rs4843075, rs7162168, rs12909648","SBP, PP,DBP"
NMB,687,,0.364637553691864,0.00000009555,protein_coding,NA,DBP
PDE8A,687,0.75,0.825928390026093,0.00000000000896,protein_coding,"rs2290273, rs8032301, rs3743157",SBP
SCAND2P,687,,0.647485196590424,0.0000000372,pseudogene,NA,DBP
WDR73,687,,0.683868944644928,0.0000000745,protein_coding,NA,DBP
ZSCAN2,687,,0.405358791351318,0.00000004775,protein_coding,rs7180952,DBP
IDH2,688,0.75,0.773738980293274,0.0000000000946,protein_coding,rs28611491,PP
FES,689,0.75,0.874003052711487,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000015,protein_coding,"rs138682554, rs2521501","SBP, DBP"
FURIN,689,,0.782322943210602,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000301,protein_coding,rs8027450,"SBP, DBP"
RHOT2,690,,0.523774743080139,0.00000000261,protein_coding,NA,DBP
WDR90,690,,0.748213529586792,0.00000000197,protein_coding,rs9932866,DBP
BAIAP3,691,,0.693728804588318,0.00000000007401,protein_coding,NA,PP
RPS20P2,691,,0.121576875448227,0.00000000000476,pseudogene,NA,PP
TPSP2,691,,0.645338892936707,0.00000000015,pseudogene,NA,PP
UBE2I,691,,0.759946882724762,0.000000000002735,protein_coding,"rs11248866, rs8051743",PP
UMOD,692,0.75,0.670470595359802,0.0000000000000000000000000000000000000000515,protein_coding,rs13333226,DBP
NPW,693,,0.58052670955658,0.0000000000000007545,protein_coding,NA,DBP
SLC9A3R2,693,,0.672666013240814,0.00000000000000000010000915,protein_coding,"rs28590346, rs139491786, rs34165865, rs3211995","DBP,SBP"
ADCY9,694,,0.60471373796463,0.00000000756,protein_coding,"rs62036942, rs72762705, rs1034906","DBP,SBP"
NAA60,694,,0.617919921875,0.000000000000010415,protein_coding,NA,SBP
CORO7,695,,0.837252140045166,0.000000000163,protein_coding,rs3810818,PP
DNAJA3,695,,0.603727102279663,0.0000000076915,protein_coding,"rs1139653, rs6500601","PP, SBP"
PPL,695,,0.838801860809326,0.000000000000000000000161,protein_coding,"rs12921187, rs12596053, rs11076856","SBP, DBP"
SRL,695,,0.716851890087128,0.000000109,protein_coding,NA,PP
TFAP4,695,,0.804482460021973,0.0000000309,protein_coding,NA,PP
UBN1,695,,0.781917095184326,0.000000000000000000000000573,protein_coding,NA,DBP
VAC14,696,,0.782524883747101,,protein_coding,rs117006983,""
CDH13,697,,0.754364848136902,0.000000000002875,protein_coding,"rs7500448, rs7193565, rs951926",PP
CRK,698,,0.807677090167999,0.00000000000000016,protein_coding,"rs12941318, rs11650511",PP
B9D1,699,,0.547869503498077,0.00000000000805,protein_coding,NA,DBP
EPN2,699,,0.659500479698181,0.00000000000347,protein_coding,"rs12938803, rs1043809",DBP
MAPK7,699,0.75,0.684265315532684,0.000000000382,protein_coding,NA,DBP
MFAP4,699,,0.547585487365723,0.0000000008165,protein_coding,NA,DBP
FKBP10,700,,0.718129873275757,0.000000000004405,protein_coding,NA,PP
JUP,700,,0.840303122997284,0.000000000000537,protein_coding,NA,PP
LEPREL4,700,,0.606567144393921,0.00000000000141,protein_coding,rs535647021,PP
KCNH4,701,0.75,0.74138081073761,0.00000001169,protein_coding,rs79089478,PP
STAT5B,701,0.75,0.784150540828705,0.00000000131,protein_coding,rs140935701,PP
AOC4P,702,,0.678254783153534,0.000000000000352,pseudogene,rs324075,PP
RAMP2,702,,0.827606439590454,0.0000000000000291,protein_coding,rs56228409(^),PP
FAM171A2,703,,0.341291517019272,0.0000000000000178,protein_coding,NA,PP
ITGA2B,703,0.75,0.81484991312027,0.00000000000000698,protein_coding,NA,PP
PYY,703,0.75,0.407748132944107,0.0000000808,protein_coding,rs62080325,PP
ACBD4,704,1,0.6827831864357,0.000000000000000000000000000000007295,protein_coding,NA,SBP
ADAM11,704,,0.813223123550415,0.00000000000000001437,protein_coding,NA,PP
C17orf104,704,,0.461487025022507,0.0000000000000000205,protein_coding,NA,PP
CCDC43,704,,0.664744377136231,0.0000000000000000233,protein_coding,NA,PP
DBF4B,704,,0.852803349494934,0.0000000000000002575,protein_coding,NA,PP
GPATCH8,704,,0.754759669303894,0.00000000000002666,protein_coding,rs117964596,PP
HEXIM1,704,,0.790917932987213,0.000000000000000000000000000002355,protein_coding,NA,SBP
HEXIM2,704,,0.653160512447357,0.00000000000000000000000000000182,protein_coding,NA,SBP
PLCD3,704,1,0.829262554645538,0.00000000000000000000000000000000101,protein_coding,rs12946454,SBP
GOSR2,705,,0.756882607936859,0.0000000000000000000000000000000000000000000000000000000000000000000283,protein_coding,rs17608766,PP
CBX1,706,,0.759946882724762,0.000000000000000277,protein_coding,rs9747001,"PP, SBP"
NFE2L1,706,,0.741521596908569,0.0000000000000002895,protein_coding,NA,"PP, SBP"
SKAP1,706,,0.87271523475647,0.000000000000000149,protein_coding,"rs2325885, rs17693878, rs62065796","SBP, PP"
SNX11,706,,0.702429473400116,0.00000000000000028,protein_coding,rs7218700,"PP, SBP"
GIP,707,0.75,0.332156240940094,0.00000000107,protein_coding,rs4794008,SBP
HOXB-AS3,707,,0.26684495806694,0.000000000000000805,antisense,NA,"DBP, SBP"
HOXB3,707,,0.616914033889771,0.0000000000000005875,protein_coding,NA,"DBP, SBP"
HOXB6,707,,0.772643744945526,0.0000000000000005875,protein_coding,NA,"DBP, SBP"
HOXB7,707,,0.672865152359009,0.0000000000000007845,protein_coding,rs7406910,"SBP, DBP"
