Gene	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	ExomiserScore	humanScore_Exomiser	mouseScore_Exomiser	fishScore_Exomiser	ppiScore_Exomiser	RVIS_Score	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	GDI_Score	HIPred	IPA_Hyperlipidemia_Annotation	O_GlcNAc_Score	EMS_Max	ExAc_constraint_obs_exp	SignalValue_H3k27me3_median	SignalValue_H3k36me3_median	SignalValue_H3k79me2_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	label
ACADL	180.39794	14.1364	10.7868	1.64375	51.9535	30.9354	62.106	1.95945	1.87392	1.737	1.23831	0.711376	1.09068	1.22114	1.15667	1.32618	1.49339	1.81734	0.454402	1.7131	1.45522	12.0507	0.125557	0.046722	9.14527	8.33081	0.983691	0.577278	2.81234	0.930012	1.7306	12.7567	3.24007	0.614051	11.5688	16.3411	17.4	15.3723	13.4788	5.97311	58.172	28.7791	4.33389	35.3617	4.61791	6.02811	0.412936	0.0622008	7.86009	8.14389	57.052	1.63719	6.02871	0.0302008	0	0	0	0	0	-0.36	NA	NA	NA	NA	NA	10.4444	16.9213	NA	3.59E-08	6	37552	2093.29217	0.397014499	NA	NA	NA	NA	11.0968	NA	NA	11.0314	1.19789	32	1.23955	probable
ACADS	168.09691	66.7438	65.5429	73.815	21.4962	23.4789	20.4047	35.1347	14.1181	13.7263	15.4526	9.29108	11.2116	15.3497	14.3972	10.8025	13.7691	14.0851	15.7716	14.9589	16.9829	61.5311	13.8263	29.8031	25.6346	26.6206	41.6577	92.0865	36.1914	19.8415	38.5178	23.3858	34.4085	60.0882	44.1715	36.7051	155.224	28.9704	27.7967	112.839	32.4605	18.9675	17.6949	27.8169	20.0288	23.1828	75.7295	55.4904	41.4234	48.3977	50.4079	24.1192	26.6405	10.4746	0.72547625	0.72547625	0	0	0	-0.2	NA	NA	NA	NA	NA	7.88825	12.6364	8.62006	0.00016291	10	14273	1714.58162	0.400788903	NA	NA	NA	NA	NA	3.55329	NA	3.9826	NA	20	1.55875	probable
ACADVL	NA	367.91	470.937	901.898	290.232	330.616	247.043	459.904	106.589	124.246	127.324	278.745	323.166	166.985	141.287	111.717	130.095	121.363	111.498	130.688	129.979	474.822	202.848	209.128	451.755	464.796	392.218	405.369	396.795	411.114	372.738	459.755	387.198	528.612	358.6	572.73	615.998	431.576	360.384	595.517	349.775	419.609	698.604	549.757	348.978	287.37	405.838	433.204	396.325	274.721	722.129	449.529	425.932	113.905	0.64744784	0.64744784	0	0	0	0.03	0.76	0.213018	1	0.00603183	0.05	4.59275	9.37217	8.04461	1.31E-07	13	8148	459.50732	0.195770636	NA	NA	NA	NA	NA	4.95583	5.759475	8.53087	4.9357	30	7.66247	probable
ACAN	195.5228787	0.269009	0.275087	0.132638	21.6779	3.00554	34.3535	0.37269	0.21767	0.262394	0.158195	0.0536768	0.0573128	0.279049	0.401473	0.195068	0.534969	0.138921	0.174443	0.399493	0.251208	0.109272	0.076344	0.0133815	0.556942	0.576621	0.0782616	0.0970879	0.112757	0.0465971	0.093553	0.172913	0.184999	0.039166	0.254347	0.520153	0.011255	0.469166	0.0463632	0.0568927	0.67498	0.280719	0.0783803	0.280372	0.164866	0.234964	0.118774	0.194844	0.0895449	1.38152	0.392798	0.261415	0.389275	0.00748358	0	0	0	0	0	1.28	0	0.000313283	0.766667	0.000450016	0.002	8.56363	NA	NA	0.999993945	0	71911	15528.89086	0.480894595	NA	NA	NA	NA	2.72076	2.00028	NA	NA	1.79307	217	1.27804	probable
ACER1	5.522878745	0.151898	0.136135	0.104366	0.153909	0.124663	0.112153	0.171688	0.0430769	0.0655299	0.0403694	0.232701	0.202209	0.0925202	0.0662302	0.065437	0.0913284	0.0679596	0.0384274	0.0738371	0.0507622	0.236462	0.098973	0.0421825	0.81	0.465831	0.121331	0.111305	0.16485	10.8981	0.159243	0.35582	0.0716831	0.0285755	0.058495	0.0701016	0.221599	0.171626	0.234834	0.0331167	0.234094	0.611142	0.254815	0.959282	127.57	147.26	0.312775	0.632049	0.0926626	2.88332	0.160274	0.373667	2.78495	0.195576	0	0	0	0	0	-0.03	NA	NA	NA	NA	NA	NA	NA	NA	0.335356707	2	27487	1151.46765	0.351971358	NA	NA	NA	NA	9.68335	NA	NA	NA	NA	NA	NA	probable
ACER2	7.522878745	12.262	9.22812	1.96566	3.05879	3.20409	2.82424	5.36929	0.858797	0.996953	1.27474	1.73689	2.11885	1.85583	1.72282	1.1348	1.29746	0.792859	1.08812	1.75779	1.59314	8.08133	0.98013	3.97496	2.18711	2.75575	1.8576	1.85387	1.93826	2.17329	1.80591	3.68164	2.78488	1.23541	1.41497	1.91612	0.84633	1.91087	2.44126	0.948362	3.43358	1.82194	2.27979	3.58801	4.35325	4.44678	1.82837	1.38032	6.10238	3.18788	3.2576	2.55078	2.75124	0.109048	0	0	0	0	0	0.17	0	0	0	0.0144434	0.012	10.2978	14.8955	9.28412	0.146646887	26	43093	281.52605	0.266798615	NA	NA	NA	NA	1.85481	2.20949	3.93883	12.367	1.39114	77	2.00356	probable
ACER3	NA	12.9253	11.2995	4.26154	5.4818	7.35264	5.84464	6.50677	6.05922	6.31252	6.07885	8.91113	8.37574	6.13086	7.89966	8.18975	7.70827	5.56656	5.63837	20.2319	10.0805	9.35095	9.32634	3.90966	12.6081	11.3204	5.8874	7.19585	5.91421	8.60962	6.19451	9.60499	3.1642	2.01119	3.44893	4.75259	1.56442	16.2021	6.70848	1.25124	19.1316	4.79191	3.80408	7.21729	4.89046	5.12178	7.75347	9.502	3.99655	8.46451	7.79482	10.2132	9.02986	5.64084	0	0	0	0	0	0.06	0	0.0201005	0.342105	0.0175597	0.018	9.46981	8.77514	8.10195	0.831594949	11	165930	4.10513	0.767620981	NA	NA	NA	NA	5.80198	1.92457	4.06788	13.3734	1.74577	357	1.80579	probable
ACMSD	13.22184875	0.0352578	0.0240265	0.288429	0.0243009	0.0271812	0.0324834	0.0376427	0	0	0	0.142526	0.178908	0.0193418	0.015278	0.017307	0.0373189	0	0	0.114709	0.0245556	0.0848347	0.0265708	0.0672155	0.0406081	0.0756962	0.0316405	0.0288042	0.0334232	0.0250875	0.0323956	0.0908314	0.0208001	0	48.66	14.189	68.4379	0.0813756	0.0733223	0.021302	0.0833936	0.178193	0.169416	0.0767414	0.0365041	0.0448531	0.0790877	0.0441558	0.0354329	0.312212	0.171466	0.0898348	0.049015	0.0246835	0	0	0	0	0	-0.4	NA	NA	NA	NA	NA	NA	NA	NA	1.99E-07	1	63487	73.5044	0.435617685	NA	NA	NA	NA	7.77289	NA	NA	NA	1.23499	NA	NA	probable
ACOT11	23.52287875	0.417324	0.376091	1.40061	3.41004	2.21868	2.90721	5.35413	0.929601	1.15237	1.60343	1.63017	2.05475	1.39059	1.24273	0.757028	1.04025	1.15482	1.1378	0.70418	0.83794	0.450691	0.621092	0.109205	1.70973	1.56128	3.37854	6.07435	3.88559	5.80579	4.3535	2.09666	3.14755	5.15019	3.24698	4.35207	0.0825742	1.1152	3.49267	0.653429	1.89484	4.06486	6.26137	2.78769	0.851178	0.818367	5.60719	0.244367	3.48893	2.59336	7.94766	2.29998	3.83203	0.11243	0	0	0	0	0	0.72	NA	NA	NA	NA	NA	7.59664	3.6039	8.71959	1.33E-10	60	96935	3575.80865	0.250911236	NA	NA	NA	NA	1.95837	5.62163	NA	7.134	2.09687	NA	NA	probable
ACOX1	27.69897	26.0359	22.1007	20.612	14.2661	15.2126	14.1444	20.3386	9.58868	10.9583	13.036	14.0072	13.8312	11.9408	12.3003	8.09476	11.48	12.8923	10.7859	11.1047	9.69181	20.1436	15.024	10.7652	17.7524	15.8981	15.3551	19.4207	15.7897	29.2325	16.5195	17.0943	9.73711	10.9092	11.6288	12.3467	37.2952	19.2219	16.8404	16.9018	19.9963	15.0918	20.1664	19.6773	29.8323	29.8379	19.3871	14.1378	17.8987	15.4911	18.0045	16.2714	18.2251	20.19	0	0	0	0	0	0.13	NA	NA	NA	NA	NA	7.01009	6.60654	9.7137	0.094435306	9	37927	194.54546	0.75617367	1	0.256505293	NA	0.615458258	NA	3.46895	3.38638	10.4929	1.91677	67	2.01771	probable
ACSL5	74.69897	26.9895	31.6259	4.0526	6.13873	11.3315	5.15734	19.6024	3.82949	3.9708	4.49703	3.34493	3.68408	4.76629	4.47864	4.77477	5.70509	3.16814	4.36363	8.3098	6.8203	24.6458	2.30364	43.3552	7.71158	13.4732	6.78309	66.9603	7.51244	7.24155	7.36489	16.1567	5.13308	3.9232	5.59167	10.0042	41.6148	42.4618	7.0158	1.81766	11.835	16.6875	3.28596	14.6817	4.27637	4.41204	93.582	32.3426	15.9425	18.7426	13.326	13.2277	10.8048	9.87725	0	0	0	0	0	0.27	0.666667	0.0153798	0.728477	0.0501211	0.055	10.29885	NA	7.35734	0.016763711	7	54362	551.73015	0.499158382	NA	7.423906524	0.062787	NA	5.01925	4.542575	NA	12.9673	1.51125	6	1.84516	probable
ACSL6	7.301029996	0.150862	0.258132	1.95798	0.185226	0.235693	0.108987	0.214328	15.2476	24.7848	17.5866	53.7258	50.491	24.1159	30.1159	13.15	12.7353	16.7705	14.8403	4.73174	9.10038	0.216746	0.0137895	0.0201658	0.104139	0.147256	0.432109	0.290935	0.56433	0.244317	0.730099	0.330071	0.556378	0.260795	0.385855	0.942668	0.571976	0.449954	0.279475	0.512915	0.154413	0.0763171	6.48836	0.327803	0.115184	0.0946321	0.885153	0.947728	0.338766	23.4365	0.476261	0.11658	0.150475	1.25845	0	0	0	0	0	-0.64	0	0.0144382	0.832787	0.0230794	0.022	7.78366	8.86293	12.2837	0.088562272	4	205253	97.99912	0.536647081	NA	NA	NA	NA	2.72264	2.01173	5.40209	10.7909	1.3973	157	1.15765	probable
ACSS1	27.09691001	11.618	11.1576	6.36477	17.792	19.9545	16.2866	16.0759	18.7743	20.82	25.4638	28.0924	31.3515	25.6788	20.6697	15.1757	9.35056	18.8177	21.8072	7.90652	14.239	12.5067	10.5501	18.1771	17.8037	25.5121	25.9842	19.1733	23.7206	9.94717	27.1001	25.5947	13.4896	25.2182	21.0971	30.779	2.82465	22.6398	31.2859	12.6369	33.8722	27.9503	10.49	29.629	15.1203	16.4465	31.9029	28.3286	39.0549	44.9267	36.8911	25.3007	16.6881	5.42346	0	0	0	0	0	-0.95	NA	NA	NA	NA	NA	4.46478	11.8038	3.20319	0.001396696	5	52748	1132.78741	0.603037536	NA	NA	NA	NA	4.15032	NA	NA	6.9891	1.62445	34	1.85092	probable
ACTB	11.39794001	3522.99	3369.41	1439.14	9154.21	8361.53	11595.8	6552.09	1011.42	1186.13	1181.18	1239.85	1204.65	1309.6	1524.55	1107.27	1026.04	1227.76	970.669	2143.56	1020.03	3129.7	6698.97	11629.4	3832.22	4251.79	10181.1	4372.46	8623.04	3467.18	9781.96	5738.01	1200.49	452	1065.64	1490.7	760.447	4809.08	1726.52	395.993	3385.87	2810.59	1203.58	3106.77	1995.41	2169.1	3377.93	3837.74	1995.88	1018.33	2255.74	7322.69	3644.66	4803.94	0	0	0	0	0	-0.67	NA	NA	NA	NA	NA	7.60725	12.7399	11.7479	0.935803217	17	36633	1.93092	0.77079457	NA	40.01231833	NA	NA	10.3606	10.3291	19.1122	12.791	1.33484	139	8.33164	probable
ADAL	11.09691001	3.58541	3.10835	3.95011	3.96805	3.88052	3.64941	4.27232	2.78157	3.58025	3.64106	6.43688	5.70947	3.91277	4.61532	2.63552	3.84514	3.94723	2.9074	4.06157	3.10778	3.44226	6.4109	6.913	3.1071	3.66102	4.68625	3.15808	4.25683	2.41978	4.77445	3.54933	5.68828	5.58191	3.12774	4.46837	2.26165	3.01842	2.84278	6.49283	5.04287	3.73877	5.31567	4.23446	1.92804	1.99848	2.91297	2.7289	2.32783	9.79737	7.28259	4.03611	2.91385	0.366189	0	0	0	0	0	0.26	NA	NA	NA	NA	NA	6.49276	24.4829	14.8791	8.52E-09	2	23224	135.20538	0.250911236	NA	NA	NA	NA	4.24289	2.03166	4.16319	17.3508	1.63346	6	3.38009	probable
ADIPOR1	22.69897	92.821	85.7117	73.6113	103.141	91.8231	93.4156	75.1515	41.1478	44.0785	53.0041	76.259	74.345	52.9112	54.9585	42.6724	48.2591	56.0912	44.8401	82.9197	45.1405	88.5016	107.009	93.5582	85.3702	90.2102	65.0729	61.3191	72.2015	152.002	71.7623	96.9334	59.3319	46.1217	49.0575	55.7708	50.8213	153.236	127.713	69.8381	102.999	92.8489	87.9661	79.0464	166.813	188.576	62.6746	112.628	75.1656	88.4011	85.9656	83.6308	125.387	467.272	0	0	0	0	0	-0.3	0	0.113722	0.316667	0.222457	0.206	8.93613	19.1454	7.49144	0.592753906	5	17749	4.82569	0.824708164	NA	NA	NA	NA	NA	2.67017	3.8392	33.3193	1.2814	64	2.18864	probable
AEBP1	8.096910013	346.398	262.153	68.9253	2315.05	1502.66	1460.26	306.779	14.0436	16.589	23.3838	4.23109	7.53754	22.4975	12.2239	13.4655	22.8978	22.317	13.1136	33.2878	22.8937	289.642	128.54	1.98484	711.402	671.987	173.629	122.628	232.021	49.3381	175.996	348.376	140.183	17.7493	63.8293	124.282	14.211	322.568	82.4222	11.6458	280.378	513.742	79.1385	238.731	106.742	150.492	127.911	97.2308	62.4715	96.972	186.861	609.011	415.375	2.09208	0.608580619	0.608580619	0	0	0	0.12	0	0.0335213	0	0.048927	0.044	6.93602	13.2867	4.47563	0.000218799	3	10201	3547.82162	0.481797874	NA	NA	NA	0.50267916	2.09262	2.15135	5.6739	9.17493	NA	NA	NA	probable
AGO3	6.397940009	5.0604	4.28099	3.14241	4.81838	4.78236	5.41547	5.01745	1.74226	1.84183	2.39071	7.68678	7.03913	2.12582	2.388	2.08114	2.72259	2.5532	1.88329	4.43172	2.40595	4.49519	4.09582	4.00903	6.72868	6.72705	5.13321	3.302	5.38236	2.50071	5.25134	5.44902	2.16263	1.17959	1.62082	2.69556	1.76376	5.23393	3.42594	1.737	8.11113	6.8206	10.8811	5.26174	3.89735	4.0457	3.86478	4.1129	2.66093	5.56804	6.10597	6.54436	4.86843	1.06778	0	0	0	0	0	NA	NA	NA	NA	NA	NA	6.57617	30.687	17.2074	0.999998844	2	141782	11.52402	0.824708164	NA	5.000783377	NA	0.645965762	NA	2.05046	3.51858	28.5625	1.39683	43	1.96555	probable
AGPAT2	5.045757491	459.35	493.67	49.9767	61.5567	73.7023	32.2522	62.0852	10.2518	12.9993	7.97453	5.772	6.89872	16.2642	16.1384	6.13278	20.1612	9.42752	6.61351	9.76884	10.2908	228.213	70.5308	27.1542	70.8656	69.8225	53.7477	96.7138	53.0262	111.872	47.0489	68.4389	70.0583	45.0572	57.0291	104.718	273.184	115.446	73.2294	24.7839	68.5087	36.897	71.5266	66.787	73.2771	81.049	113.821	68.1385	59.8924	56.7874	102.301	60.6464	70.7966	71.0206	0.558617998	0.558617998	0	0	0	0.2	NA	NA	NA	NA	NA	6.21446	16.4433	11.2206	0.000150355	3	14280	430.44157	0.345919698	1	NA	NA	NA	NA	4.40824	9.76938	20.0733	1.397015	28	2.28291	probable
AGPAT4	8.096910013	6.42456	6.02721	2.24689	7.68961	6.29838	5.67776	4.26075	8.6841	8.99904	9.03732	17.1796	17.3718	13.295	12.4102	14.391	15.1282	10.6609	9.72605	65.907	19.2005	6.24947	7.06996	1.67868	12.6609	12.5169	9.84072	4.73833	9.04844	3.79125	8.53081	11.7817	1.75858	0.887825	2.16551	7.25547	0.408619	9.72956	3.55453	0.541347	12.4297	12.9677	19.8119	5.80543	2.79714	2.48237	3.43858	6.93901	1.78922	6.13556	7.52284	16.1626	6.94873	3.10601	0	0	0	0	0	-0.51	NA	NA	NA	NA	NA	7.64702	9.10764	10.3116	0.674499952	NA	144082	13.17386	0.78311038	NA	NA	NA	NA	1.78349	1.96027	5.00343	13.3966	1.33368	420	1.93267	probable
AGRP	NA	0.0511945	0.0568974	12.8157	0.0732002	0.0740422	0	0.0495586	0.247222	0.306326	0.35518	0.674263	0.621525	0.368094	0.373493	0.282087	1.33448	0.484366	0.328372	0.740968	0.194751	0.0938547	0.0647569	0.238109	0.124403	0.157981	0.0688156	0.0668742	0.0590656	0.0436701	0.0558253	0	0.0347339	0	0.531947	1.25423	0.0541179	3.32522	0.160268	0	0.216523	0.41433	0.929706	0.238058	0.0882552	0.0940536	0.135552	0.861475	0.047862	1.08171	0.118447	0.0746059	0.101738	0.141947	0	0	0	0	0	-0.01	0	0	0.0210877	0.00160411	0.001	11.67385	4.82555	15.57235	0.090387252	13	1242	84.5137	0.170125708	NA	NA	NA	NA	NA	NA	5.40526	14.215095	2.03224	3	2.41146	probable
AHRR	11.22184875	0.767177	0.924058	0.503411	0.671068	0.693808	0.558931	5.14986	0.822918	1.57226	0.355162	0.469237	0.677928	2.40983	1.72647	0.8371	1.05719	0.57084	0.278191	0.386924	0.294635	0.915861	21.841	41.3019	6.24464	3.82695	1.11556	2.08428	0.70925	2.57295	0.701509	1.14275	0.245242	0.12574	0.529191	2.0725	0.271457	2.09991	0.799357	0.104963	2.22702	3.14567	1.97972	1.09262	4.35997	4.71786	2.33278	8.76136	0.857242	17.4343	2.2265	1.80417	3.40133	0.153866	0	0	0	0	0	1	NA	NA	NA	NA	NA	9.66235	12.213	15.2178	6.76E-05	60	134115	1613.48158	0.444235265	NA	NA	NA	0.651888309	6.09149	1.99648	2.57896	15.1109	1.64901	101	1.70173	probable
AKT1	56.30103	61.1378	54.4038	73.6114	88.7644	69.5612	82.2624	59.2593	20.9951	26.7049	23.8358	48.04	50.3036	30.4865	30.3314	21.3914	22.6951	24.4122	20.9223	24.2708	19.5608	58.7329	80.8355	56.2021	70.8924	71.1202	75.0578	49.8715	73.3407	41.6594	83.6726	66.7854	32.2156	29.2348	24.8429	37.9332	32.9977	80.299	51.6415	22.8	66.1945	53.7251	36.3889	71.5473	38.1108	40.9593	46.369	60.9014	50.2066	32.7052	68.032	70.7692	55.254	26.8348	0.534112944	0.534112944	0	0	0	-1	0	0.0093985	0	0.0655243	0.055	9.15107	17.0001	11.0823	0.980206587	4	26402	12.57291	0.765388608	1	43.68059299	NA	0.482519141	3.79184	3.55658	5.2581	16.4328	1.75003	54	1.93111	probable
AL049829.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.77077	36.0488	20.1562	NA	NA	645	93.96157	NA	NA	NA	NA	NA	3.71004	8.43554	13.1879	30.0416	3.9491	4	3.586865	least likely
AL138815.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL139333.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL160274.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.755545	NA	NA	NA	NA	206	722.18127	NA	NA	NA	NA	NA	NA	2.9281	NA	NA	1.59764	1	1.60232	least likely
AL353583.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL354718.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL358113.1	5.045757491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.58825	3.60642	11.8199	NA	NA	311	3568.46662	NA	NA	NA	NA	NA	NA	3.51042	9.90333	20.7456	1.905405	1	2.20398	least likely
AL513478.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
ALDH2	4740	105.156	101.58	85.9966	71.5468	66.7428	70.2181	61.06	69.9971	80.968	85.9623	31.1361	34.754	76.0142	73.4326	43.6657	52.5071	76.006	71.2073	44.4159	63.2514	63.86	13.043	5.42451	37.2016	36.7319	74.0298	61.7724	80.2586	44.2967	80.1666	56.608	54.0585	37.6207	39.5858	25.0906	183.302	91.4926	26.2172	34.2632	42.8162	54.3042	29.6171	41.5776	66.2419	77.3434	49.6168	20.653	53.576	19.1063	39.314	43.2167	39.1721	17.4749	0	0	0	0	0	-0.84	0	0.0937892	1	0.206199	0.185	7.57405	9.25561	7.93192	1.73E-06	123	43091	516.20171	0.211613655	NA	12.43316364	NA	NA	2.26165	8.26076	3.25688	8.72852	1.11615	NA	NA	probable
ALG8	5.22184875	15.0819	15.4256	19.4713	12.048	13.4784	10.7604	14.6785	7.35476	7.4648	10.4118	13.0826	11.0339	6.46803	8.74679	6.90643	8.74297	11.1945	9.17749	12.7396	7.49502	16.2255	28.9	26.0403	17.4663	17.9879	8.95174	9.40879	8.36278	11.0563	8.49113	17.1874	6.36784	4.01901	6.21068	11.1428	10.0195	12.3813	13.2478	3.5327	20.0034	18.6659	14.0895	13.1438	10.4675	10.5424	10.1886	11.7598	9.90739	40.9381	19.5674	15.2984	12.9596	3.49969	0.427016488	0.427016488	0	0	0	0.49	NA	NA	NA	NA	NA	9.98719	36.298	8.76667	1.01E-05	5	38724	735.17295	0.429269791	NA	NA	NA	NA	NA	2.26994	5.76219	16.6557	1.53193	NA	NA	probable
ALOX12B	NA	0.070339	0.0904672	0.046668	0.0667826	0.0636321	0.0679018	0.0775903	0.674148	0.649923	0.712889	1.2088	1.18924	1.6049	1.68928	0.307127	0.715091	1.08149	0.535216	0.112757	0.264213	0.0760306	0.0331925	0.237056	0.216313	0.141288	0.0760704	0.286529	0.0577753	3.0131	0.0538426	0.0315545	0.066971	0.0202419	0.158132	0.0935023	0.0212692	0.102323	0.0860586	0.0347836	0.083221	0.0785135	0.438421	0.879142	120.243	162.496	0.433392	0.210661	0.184218	0.715438	0.0916579	0.104091	10.4369	0.0656031	0	0	0	0	0	-0.62	NA	NA	NA	NA	NA	6.04144	9.228645	NA	0.173314448	7	15067	141.88222	0.63040787	NA	NA	NA	NA	6.36619	NA	NA	NA	1.31567	NA	NA	probable
ALOX5	37.15490196	15.2204	18.5549	9.25928	14.4062	16.8886	6.69269	26.6808	2.47015	1.56247	2.09231	39.5689	39.0162	1.81464	1.45864	2.19659	3.68199	1.63645	1.42176	8.89629	4.12832	18.8205	0.0487178	70.5178	7.17151	10.3935	8.34927	12.2806	10.9324	12.5653	11.8783	13.5949	4.54973	2.48032	3.82487	2.25679	2.81922	122.496	17.7019	1.23951	18.2709	3.68759	3.61988	16.0642	7.91902	7.66241	39.2393	134.889	9.04324	4.34783	6.77636	9.56645	9.01874	284.285	0	0	0	0	0	-0.95	0	0.00313283	1	0.00641643	0.006	5.22174	5.09531	3.18655	0.001644393	3	71900	89.21156	0.679628551	NA	NA	NA	NA	1.97965	NA	NA	11.9349	1.23235	NA	NA	probable
