Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
ADORA1	NA	NA	NA	NA	33	0.3791	11.0969100130081	-0.390064	1.481395	-6.643856	-1.371297	0.656434	-0.752364	-0.986674	-0.198661	-0.239279	-0.218052	-0.232386	1.436575	0.251886	0.251613	0.746436	-0.379024	0.105921	0.418033	0.189573	-0.518201	1.131842	0.894489	2.1368	0.289183	-0.574519	0.442014	0.374845	-0.970676	-0.225388	-3.739032	-0.633058	-0.542471	-2.271619	-0.385402	0.544052	-0.388974	-0.739821	-6.643856	0.953011	-0.792889	0.383115	1.309861	0.531442	-6.643856	-0.217793	-0.3927	-0.961822	-6.643856	1.480158	NA	0.503301766	0	0	0	0.503301766	NA	0	0	1	2	-0.2	NA	NA	NA	NA	NA	NA	11.75996628	7.63748	4.92981	6.1	0.0212580375414267	0	76751	NA	NA	30.51321	1	0.572527647	1	0	NA	NA	2.25	NA	0.09	0.899	0.615	3.723681	0.998615523119722	0.660507981923489	5.33	5.33	0.999998382271758	0.062648	0.3082	-0.2723	3.165	0.755633	-3.99	0.783	0.329	0.61	0.69905	0.676563	0.75683	NA	NA	3.85854	5.62033	1.16071	NA	NA	possible
ADRA2B	0.056	0.081	0.112	NA	269	-0.5859	NA	0.70799	0.627236	-0.508074	-2.644711	-5.868582	-0.499896	-1.411526	0.869709	-0.633723	-2.080092	-1.804823	-0.937578	-6.643856	-4.162617	0.768296	1.762535	-0.392839	0.626748	-3.132977	0.621135	NA	1.529924	0.432906	0.560162	0.579257	1.201099	0.477762	-0.600593	0.436466	1.571998	1.073882	-0.583585	2.751355	0.325951	0.680528	0.471321	-0.481123	1.684791	-6.643856	1.404356	0.375199	0.403192	1.004368	0.642837	2.682174	0.978231	0.695527	-0.845164	0.681999	0.013808	0.514240382	0	0.514240382	0	0.501582272	3	0	0	0	3	-0.25	83	NA	NA	NA	NA	NA	2.80622297	3.2277	7.86021	NA	0.000244368543397983	4	3277	NA	NA	62.69652	NA	0.238498077	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2007	NA	1.28972	NA	NA	most likely
ADRB1	0.04	0.102	0	NA	266	0.2683	23.2218487496164	0.65056	-1.797274	0.708237	0.454216	-0.605254	0.703637	2.368384	-0.783462	1.260947	0.359533	-1.184796	-0.20941	0.235568	2.422936	-0.344381	-0.647004	1.908354	-6.643856	-0.366002	-1.201365	NA	2.121997	-0.647977	-0.437346	-1.313032	-0.288578	0.322612	-0.382947	0.225935	1.426404	-6.643856	0.892756	0.766178	0.66934	-2.701629	-6.643856	-0.735346	-3.161312	-5.16079	1.506588	-1.816217	0.778546	0.981224	1.107148	0.693304	1.03192	-6.643856	4.192702	0.884475	0.014565	0.570663532	0	0.570663532	0	0.50386518	3	0	0	0	3	NA	17	0	0.0021978	0	0.0023753	0.002	2.91936788	4.69039	7.58035	NA	NA	NA	2861	NA	NA	95.03749	1	NA	1	0	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53258	4.63992	NA	NA	NA	most likely
ADRB2	NA	NA	NA	NA	52	-0.3705	38.0457574905607	0.952497	-0.270655	-1.650937	0.192315	-2.177262	0.347856	-6.643856	0.906778	-0.281683	0.380619	0.748377	-1.460321	-6.643856	-0.362008	-1.383824	0.690348	-0.458609	1.372258	-3.585623	0.956111	0.642574	0.581155	0.25507	0.254384	0.435118	-0.192115	0.217125	0.410383	-0.165821	-6.643856	-0.348533	-0.236499	-0.464659	0.264281	0.280182	-0.665428	0.44314	1.313345	1.034605	0.272742	0.208875	0.321598	-0.520814	-0.597503	-0.326643	0.298316	-3.585478	-6.643856	-0.219306	NA	0.838732221	0	0.838732221	0	0	3	0	0	0	3	0.42	38	0	0.0100471	0.152273	0.0181678	0.016	10.75900262	9.69708	17.593	13.0237	0.476493104047244	0	2040	NA	NA	2513.68991	NA	0.668925405	1	0	4.63951990428558	NA	3.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5873	1.64983	NA	NA	most likely
AGT	0.157	0.325	0	NA	198	-0.284	29.5228787452803	1.866417	0.81956	1.217381	-0.538612	-1.932665	-0.967346	-0.376755	-0.907425	-0.759732	-0.634989	-0.514723	-0.712651	-0.635085	-0.183218	-0.689856	-0.670928	-0.555809	-2.811439	1.64349	1.667331	2.756657	-6.643856	1.579983	1.241344	0.921089	1.239946	0.820946	0.206859	-0.416871	1.148689	0.639256	1.30247	1.200651	0.657451	-0.474817	1.260023	0.835711	0.56415	-1.328187	2.685574	2.823387	0.99596	1.321476	1.07159	0.657833	-2.046602	1.108641	1.890403	-6.643856	0.050045	0.957427108	0.957427108	0.905486233	0	0	3	NA	NA	NA	3	0.49	55	0.833333	0.0160126	0.622951	0.0212493	0.02	4.7137448	NA	NA	NA	1.57429487936421e-09	3	11774	NA	NA	587.2068	1	0.172807097	1	0	NA	NA	1.75	NA	NA	NA	0.0694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34272	NA	NA	NA	NA	16.7719	70	1.175	most likely
AKT2	0.024	NA	NA	NA	38	-0.4952	8.69897000433602	-0.071335	-0.248449	0.625354	0.044372	0.111806	0.037724	-0.093423	-0.254352	-0.030258	0.049249	0.045959	0.098281	-0.229374	0.233733	0.155984	0.006734	-0.492429	-0.083449	-0.21414	0.125809	0.047536	0.17624	-0.155432	-0.055102	-0.118411	0.037065	0.038748	0.083261	-0.377643	-0.175633	0.346427	0.034569	0.697572	-0.110061	0.043924	0.081136	-0.046694	-0.217787	0.181773	-0.120169	-0.109813	-0.154329	0.183718	-0.017514	0.018661	-0.088281	0.094417	-1.300055	-0.07876	0.040742	0.503711958	0	0	0	0.503711958	2	5	3	NA	NA	-0.65	NA	0	0.00788395	0.0165289	0.0140326	0.014	8.7600131	9.28198	11.9107	10.6412	0.997816206855922	3	55219	NA	NA	17.52078	1	0.831385493	0	0	12.774952757194	NA	NA	NA	NA	NA	0.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42887	TRUE	NA	14.2121	14.1285	1.37258	159	2.34869	probable
AL031666.2	NA	NA	NA	NA	104	0.3519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.87176	8.46183	57.5866	0.159467559569008	NA	2221	NA	NA	264.70005	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.98265	1.28429	NA	NA	least likely
AL160274.1	NA	NA	NA	NA	98	0.2755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.755545	NA	NA	NA	NA	206	NA	NA	722.18127	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59764	1	1.60232	least likely
AL354808.2	NA	NA	NA	NA	465	-0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9831	NA	3.99627	NA	NA	693	NA	NA	611.7661	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09729	2	2.15247	least likely
AL354993.1	NA	NA	NA	NA	48	0.4095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	669	NA	NA	21.64298	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL391152.1	NA	NA	NA	NA	159	-0.4258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1403	NA	NA	1286.87597	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25687	NA	1.849	4	2.13362	least likely
AL445989.1	NA	NA	NA	NA	56	0.6414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172745643750502	NA	389	NA	NA	169.84402	NA	0.237914741	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AL591806.1	NA	NA	NA	NA	27	0.2613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288	NA	NA	11.5284	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.90924	NA	1.24696	NA	NA	least likely
AMH	0.043	0.317	0	NA	122	-0.3108	7.52287874528034	3.453666	3.634263	2.853701	3.400698	3.806876	3.224116	1.573055	2.481168	3.373804	2.876967	2.207448	2.624324	2.761172	1.768522	2.756156	3.154977	2.977153	4.105542	2.257061	4.056207	3.320181	1.50572	4.05194	3.820491	3.980762	4.265545	3.940894	2.768202	2.39983	3.388936	1.816679	3.327256	3.633376	3.725931	4.422732	3.240065	4.789863	3.465179	3.985695	3.964067	4.077557	3.93096	3.889169	3.453744	0.804471	3.754575	3.541041	4.064673	2.403036	NA	0.503210779	0	0	0	0.503210779	2	4	3	NA	2	NA	110	1	0.0150376	0.947368	0.00237438	0.004	1.70705006	5.80268	NA	NA	4.8954693456369e-05	NA	2764	NA	NA	94.57913	NA	0.219635889	0	0	NA	NA	NA	1.791298821	1	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.713	NA	2.32668	8	2.05752	probable
ANGPT2	NA	NA	NA	NA	105	0.4266	14.698970004336	0.204526	-0.780315	-0.86249	1.033164	1.27615	0.667858	2.614361	-0.630144	-2.123087	0.907075	-6.643856	1.102047	-2.002064	0.736335	-0.831705	0.844187	-6.643856	-6.643856	-6.643856	-1.416701	-0.4334	2.08511	-0.644849	-0.194131	0.30273	-0.28349	-0.999667	0.455138	-0.446782	-6.643856	-3.545675	-1.540466	1.318764	0.322855	-1.508263	-0.482418	-3.028531	-0.562509	-0.9788	-0.671327	1.043081	-1.75193	-1.002334	0.321111	-0.396753	0.818598	-1.754337	1.228841	1.772311	0.0095716	0.502210303	0	0.363622861	0	0.502210303	NA	NA	NA	NA	NA	-0.42	208	1	0.0159774	0.0206612	0.00186244	0.004	4.92982383	9.11674	11.9824	24.3959	0.454891016173085	11	63758	NA	NA	100.43917	1	0.824394882	1	2	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01635	FALSE	NA	NA	19.241	1.41417	380	1.19618	probable
ANO1	0.366	0.593	0.18	NA	262	0.5789	15.0969100130081	-0.270507	-0.670861	0.326724	0.140533	0.752969	0.512419	1.507268	0.88903	-6.643856	0.77822	-2.064807	-0.240288	-0.345333	0.416063	-0.448655	-0.800556	-0.510607	1.830032	-0.844496	0.155375	NA	-0.695592	-6.643856	-0.358302	-0.430705	1.200131	0.470588	-0.140097	0.400235	-2.734898	-0.325329	0.464502	-0.80625	0.805568	-0.232789	-1.395415	-0.657196	0.323453	-1.278225	0.182897	0.193302	-0.315665	1.293062	-2.310835	-0.256961	-0.24577	-0.633038	-1.073664	NA	0.14756	0.500081768	0	0	0	0.500081768	NA	NA	NA	NA	NA	-1.52	NA	0	0.000940439	0.580645	0.0108004	0.009	4.94565415	8.11372	4.81581	10.0345	0.993084640132559	6	111226	NA	NA	826.58674	NA	0.735934734	1	0	NA	0.014581	NA	NA	0.27	1	0.636	2.514234	0.994620175646424	0.277382195808811	3.46	2.51	0.0404081341827928	0.105237	0.352	-0.429	2.37	0.360918	-2.35	0.546	0.434	-0.08	0.64665	0.646311	NA	NA	NA	3.12596	13.2708	NA	NA	NA	possible
AP000867.1	NA	NA	NA	NA	14	-0.2705	7.04575749056067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6066	NA	NA	0.0289831629951808	NA	25531	NA	NA	13.90583	NA	0.179693475	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
AP002884.2	NA	NA	NA	NA	147	0.4225	21.397940008672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.76694	11.4871	8.13272	NA	NA	1129	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86163	11.0453	1.17715	NA	NA	least likely
APOE	0.229	0.261	0	NA	26	0.3577	1952.69897000434	-0.187651	-0.358296	1.294797	0.502399	-0.49006	0.397472	2.20689	0.818733	0.152302	2.259792	-0.136219	-1.275063	0.261578	0.236451	-0.132356	0.264105	0.501766	0.295924	0.770278	0.363099	-2.008491	3.069642	-0.374548	0.608191	-2.018111	0.373219	0.634135	-0.407511	-6.643856	-1.121695	0.260541	0.83435	-0.851414	1.309451	0.868928	1.222383	-4.048771	0.540711	0.984697	-0.384262	-0.385999	-0.391193	-1.415985	0.371872	0.949548	-0.9624	2.082005	-1.454912	-0.928645	NA	0.578384088	0	0.578384088	0	0.522481879	3	NA	NA	NA	NA	NA	58	1	0.132519	1	0.390267	0.343	25.5898132	8.56601	11.9811	7.30514	0.0345335830833016	1	3639	NA	NA	1533.87452	1	0.460647643	1	1	5.00078337653096	NA	12.5	NA	0.02	0.238	NA	2.587426	0.992465853983943	0.225312867769607	5.36	4.29	0.955824944746853	0.073888	0.3226	-0.3083	2.085	0.13787	-0.44	0.686	0.33	-0.77	0.78427	0.67177	0.1215	FALSE	NA	12.5632	20.3361	NA	NA	NA	most likely
AQP1	0.162	0.477	0	NA	49	0.5474	88.698970004336	-0.346675	-0.313335	-2.079956	-0.116898	-1.353083	0.221635	1.008046	-0.854902	-0.471866	-6.643856	2.598586	1.449647	-3.149766	-0.584149	-1.495088	-0.574777	-0.650053	2.908472	1.345416	-0.447159	-0.648789	0.532233	-0.290808	0.405443	-1.436416	-0.65461	-0.399441	-1.026909	-0.569825	0.992853	-0.534971	0.341233	-6.643856	-0.327161	-0.365122	-0.793196	-0.405114	1.502018	-5.36362	-0.210133	-0.213319	-1.380812	-1.221778	-1.432239	-0.997984	-0.936961	-6.643856	1.208055	-2.098247	0.0022297	0.557884944	0	0.557884944	0	0.508942719	1	NA	NA	NA	NA	0.04	NA	0.173077	0.0180551	0.869565	0.0450831	0.037	14.6291652	9.4829	7.84791	10.1617	0.0499256381399427	5	72121	NA	NA	3332.8913	1	0.139342904	1	0	7.30609548403718	NA	2	NA	0.01	0.979	0.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52588	NA	NA	3.42328	7.86852	1.37364	318	1.59585	probable
ARHGEF25	0.039	0.394	0	NA	47	-0.4783	NA	0.300113	0.269342	-0.786057	0.170131	-0.190794	0.216131	-1.373855	0.190617	-0.142192	-0.138065	-0.333624	0.259344	0.146726	0.305355	0.116296	-0.247548	-0.189839	-0.352194	1.791387	0.237398	0.409751	1.290674	0.216107	0.243541	0.116545	0.201054	0.13349	0.201955	-0.310615	-0.371848	0.538058	-0.551181	0.171225	0.332751	0.340043	0.257774	-0.611594	0.218957	0.291977	0.167732	0.186468	-0.218154	0.481727	-0.220554	0.282597	0.292237	0.362689	0.393338	-0.358785	NA	0.501995568	0	0	0	0.501995568	NA	NA	NA	NA	NA	-0.02	NA	NA	NA	NA	NA	NA	3.71537399	8.01291	12.5336	NA	5.17606707704438e-06	3	9199	NA	NA	191.33923	1	0.537733793	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.20619	14.4009	NA	10	4.99972	possible
ARMS2	NA	NA	NA	NA	17	0.3004	539.397940008672	1.299628	0.814274	NA	1.194419	-1.34281	1.226235	2.446921	2.397692	0.953828	NA	NA	2.097186	1.037917	1.196564	1.532616	1.335035	2.739385	1.45441	0.927747	0.95	0.638582	NA	1.758202	0.840067	1.5396	NA	1.525667	NA	-0.690527	-1.441241	-6.643856	NA	1.186177	NA	1.271964	1.915851	NA	1.933297	1.227605	1.430746	1.423253	NA	NA	1.12341	-1.564454	NA	1.866638	1.88536	NA	0.09447	0.587515816	0	0	0	0.587515816	NA	NA	NA	NA	NA	0.72	164	NA	NA	NA	NA	NA	1.99024055	4.13918	8.08771	7.45054	0.0391826461982656	NA	2699	NA	NA	2588.6288	NA	0.146139458	0	0	NA	0.010447	4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.10838	1.43123	NA	NA	probable
ARNTL	NA	NA	NA	NA	1	-0.1538	43.698970004336	-0.658359	0.92904	-2.736885	0.571468	2.017593	0.7633	0.361195	-0.133125	-0.818938	-0.613794	0.519407	-0.166316	-0.205581	-0.209595	-0.302167	-2.690242	0.64423	0.198718	0.280159	-1.150809	0.483258	0.534411	-0.498133	0.705136	1.016265	-0.902422	0.166737	-0.394384	-6.643856	2.202135	-0.714626	0.686451	0.845389	0.457797	-0.1511	-3.735955	0.451018	-1.6986	-4.9463	0.368791	-0.125596	0.74216	1.261747	-0.306364	-0.087614	-0.204201	1.788001	0.658509	-0.30838	0.010994	0.768817187	0	0.768817187	0	0	NA	NA	NA	NA	NA	-0.34	NA	NA	NA	NA	NA	NA	5.35980957	5.87758	18.9193	4.21826	0.987642966676249	2	110614	NA	NA	28.86459	NA	0.718624055	1	1	NA	NA	NA	NA	0.21	0.882	0.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.55526	9.28554	1.77144	237	2.06225	possible
ARVCF	0.057	0.449	0	NA	516	-0.5586	24.0457574905607	0.310134	-0.123087	0.29963	-0.713787	-0.443192	-0.314742	-0.258801	-0.150206	-0.130058	-0.138361	-0.189982	-0.340381	-0.462422	-0.187101	-0.77928	-0.12467	-0.224768	0.32852	-0.295011	-0.063113	-0.63482	-3.882058	-0.472106	0.294703	-0.489802	0.305048	-0.428396	-0.121844	0.144068	0.721448	0.359833	0.375904	0.31411	-0.157885	-0.309342	-0.258615	-0.217613	0.165161	0.300824	0.232317	0.167311	0.368739	-0.403548	-0.302637	-0.116739	0.345596	-0.497122	-2.851064	0.347367	0.010474	0.919866211	0.919866211	0	0	0.503998484	2	5	3	NA	NA	-0.05	NA	0	0	0	0.00603144	0.005	5.85157295	10.6463	12.5204	12.2142	8.21839210300339e-07	46	46912	NA	NA	2305.0631	1	0.713784814	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55644	NA	NA	5.84947	9.82069	2.5164	137	2.01697	probable
AS3MT	0.049	0.317	0.002	NA	229	0.327	37.698970004336	-2.318805	-1.327633	-0.49793	-2.116946	-1.520809	-2.259363	-0.570922	-0.658817	-0.304573	-0.874367	-0.889486	-0.707624	-0.498221	-0.616942	-0.626809	-0.334215	-0.40618	-0.822623	-0.684801	-1.474394	-2.214735	-1.656393	-1.159896	-0.903789	-0.734228	-0.85344	-0.759858	-0.424953	-0.444949	0.95115	-0.404055	-0.845856	-0.668561	-1.501907	-2.006993	-0.75466	1.183073	-0.727564	-0.742188	-0.848908	-0.968869	-0.786234	0.446573	-2.40645	-0.247947	-0.81639	-0.672211	-1.093803	-0.874996	0.081008	0.500024238	0	0	0	0.500024238	1	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	0	3.53689	7.36712	NA	5.09137965873753e-07	3	32383	NA	NA	162.29015	1	0.300877631	0	0	NA	NA	NA	NA	NA	NA	0.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22882	NA	NA	5.13707	NA	NA	NA	NA	probable
