Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
BMP6	NA	NA	NA	NA	11	-0.3814	38.301029995664	29.7384	20.9501	4.30805	5.57369	7.07501	12.8691	4.4089	2.24451	2.06861	4.11562	1.2275	1.66165	2.54269	2.17797	2.52668	2.55235	4.41475	3.63981	3.30186	2.92578	20.2728	1.28063	0.744651	4.78982	8.16963	3.73165	4.71353	4.38589	2.06624	4.67895	5.29546	4.05766	1.62302	3.06985	27.6016	0.585234	15.8288	3.6977	2.25028	11.0188	14.0357	0.308229	8.78752	5.03518	3.9639	5.8965	3.9113	5.77938	3.64416	5.44658	3.21262	7.49939	4.94649	2.0644	-0.587873	0.576376	-0.471176	1.161422	0.730295	-2.121912	3.008678	-6.643856	-0.238839	-0.841993	-0.39278	0.805984	-0.355186	1.357954	-0.881793	1.644951	-1.340075	-6.643856	-6.643856	-0.284352	0.530589	-6.643856	-3.35243	-1.057362	0.856685	0.46486	-0.328688	-0.289262	-2.561919	-2.283826	-0.995801	1.156809	-0.462258	0.831377	-0.562761	-1.228356	0.87825	1.444449	0.569825	-0.226303	-0.166561	-1.801408	-0.335317	0.251414	0.252111	0.51988	2.215826	-0.677904	-0.504278	0.025445	0.508506319	0	0	0	0.508506319	NA	NA	NA	NA	NA	-0.34	NA	0	0	0.666667	0.00391704	0.004	NA	136	30	2.99723139	505	7.53461	339	5.7916	1525	7.31913	0.895081718104266	1	154625	NA	NA	2165.73211	1	0.776815772	0	0	NA	NA	NA	NA	1	0.998698809920899	4.23343	0.89963	0.74766	0.92747	0.92705	0.94068	0.78553	0.88	0.98657	0.44609	0.977	0.81386	unknown
BMP8A	0.206	0.292	0.002	NA	66	0.4552	42.698970004336	0.653129	0.76468	0.625686	0.532228	0.644969	0.452441	0.721195	0.863935	1.13848	0.90112	1.31315	1.53041	1.80314	1.48017	0.995167	0.843815	1.21264	0.676517	3.53387	0.833698	0.631496	0.372489	0.95773	1.75411	1.64356	0.849453	1.05656	0.756166	0.54519	0.695663	2.2588	0.681989	0.213216	0.567557	1.26883	0.417223	0.992704	0.894029	0.415508	4.217	3.93714	0.806033	1.65743	1.76629	0.927745	0.860506	1.22412	1.44643	0.70887	5.50634	13.6299	1.9937	1.20152	0.234675	0.502274	-0.680235	-2.049868	-0.476028	-0.714375	0.465552	0.414971	-0.483168	-0.441047	-1.424129	-0.782639	-0.353069	0.376401	0.76037	0.434178	0.50643	-0.430147	-3.599899	0.592082	-0.402032	0.489212	-6.643856	0.338041	-0.382933	-0.69345	-0.613303	-0.481009	-0.62854	-0.601323	-0.204013	-1.744028	-1.477476	-0.329325	-0.937701	0.452107	-0.381273	0.512962	0.372864	0.27462	-1.275205	-1.001456	-0.443194	-2.815659	-0.602318	-0.350945	-0.313757	1.04672	-1.403093	-1.393175	0.079718	0.503060026	0	0	0	0.503060026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	38	5	0	22	3.21789	25	8.61378	3	9.72876	0.456963119276428	NA	34289	NA	NA	3792.02101	NA	0.56806618	0	0	NA	NA	NA	0.188204885	0.997	0.998972990600442	4.220285	0.89158	0.74766	0.75209	0.94482	0.94088	0.85803	0.728	0.98408	0.52595	0.131	0.81386	unknown
BMPR1B	NA	NA	NA	NA	109	0.2821	12	0.766535	0.604164	1.04275	11.1096	2.96344	3.12768	0.302676	7.32468	7.51469	9.07071	3.69436	6.46525	6.70801	6.46388	3.77699	3.83216	8.93988	6.28573	2.43604	3.64314	0.496565	1.01722	0.00961728	1.1523	2.1235	1.39365	0.745082	7.51359	0.155397	8.62984	3.06616	0.283164	0.313313	1.9621	3.79955	0.247663	1.1748	1.16585	0.473483	19.1252	9.87182	0.488866	2.19466	13.6659	0.537607	0.6905	0.0890956	0.810732	2.64153	3.50066	0.957491	1.52836	0.511275	0.00948279	-0.361781	-0.488955	-1.775645	0.142916	-6.643856	-0.306476	0.386836	0.287248	0.20378	-0.349703	0.109265	0.120866	0.192904	-0.232602	1.542701	0.177796	-0.139993	-0.520185	1.040278	-1.139811	0.294919	NA	-0.44812	-6.643856	-0.286687	0.577485	-0.255933	0.467348	-1.026307	-1.472347	-1.139711	0.453971	0.555652	-0.385594	-0.101565	0.864037	0.995154	0.506719	-0.349609	0.459038	0.433674	-3.74238	0.658817	-0.264899	-0.202963	-0.45203	-3.527602	1.298911	NA	0.022373	0.504921105	0	0	0	0.504921105	NA	NA	NA	NA	NA	-0.76	NA	NA	NA	NA	NA	NA	NA	133	42	5.90929868	601	7.48742	79	11.528	97	12.9185	0.991704371391891	6	400480	NA	NA	95.45994	NA	0.852899194	1	0	NA	NA	NA	1.020018877	1	0.89596639696814	1.983404	0.22823	0.09935	0.65173	0.92554	0.85908	0.57729	0.342	0.94885	0.14033	0.27	0.27895	unknown
BNC1	NA	NA	NA	NA	360	0.4512	NA	0.180152	17.9991	0.0888612	0.0882538	0.0812196	0.0292117	0.0916706	0.011889	0.01791	0.0200431	0.0168213	0.0260839	0.0201491	0.0161533	0.0508993	0.0228305	0.0117227	0.0229382	0.0262204	0.0307515	0.474073	21.4612	0.0115879	0.361518	0.247102	0.193657	0.085327	0.143129	17.9766	0.201384	0.278599	0.469698	0.0995024	0.0706667	0.0414629	0.0376521	0.152687	0.731855	0.045143	0.105516	0.324846	0.0163149	0.0558833	0.322782	13.867	13.1014	0.101632	0.0797191	0.0703583	34.205	0.219888	0.0769667	9.47748	0	1.671329	-0.412581	-6.643856	0.443991	1.192126	NA	NA	NA	NA	NA	NA	NA	NA	1.685725	NA	NA	NA	NA	NA	-0.527981	0.313957	NA	2.169348	0.838035	1.541697	-0.374031	0.943987	0.585283	-1.212908	5.81531	NA	-1.851925	-0.515159	NA	0.665988	-6.643856	NA	-6.643856	2.160444	0.639207	0.406921	1.247905	1.043016	2.155876	0.324372	0.346854	-6.643856	1.298134	NA	0.0053424	0.500026276	0	0	0	0.500026276	NA	NA	NA	NA	NA	-1.28	NA	NA	NA	NA	NA	NA	3	7	17	3.32222052	20	8.41255	24	16.3529	20	8.17556	0.886168665378858	1	28811	NA	NA	177.37371	1	0.655721188	0	0	NA	5.2836	NA	0.425509715	NA	NA	0.851347	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818	NA	unknown
BNC2	0.039	0.039	0.122	NA	22	0.6033	45.698970004336	4.82022	5.4534	0.88297	3.11099	2.58578	2.69839	7.73024	0.0884427	0.0761829	0.0832949	0.0481943	0.0717523	0.096303	0.0724282	0.151582	0.171499	0.075532	0.0706196	0.412855	0.381992	3.63827	11.8334	0.0152562	18.0327	17.0657	14.3317	4.92544	9.67805	1.75065	10.2116	22.5198	1.4448	0.393725	1.87841	1.18186	0.0812388	3.49598	1.33611	1.45582	18.5374	34.6849	0.201094	1.26826	3.67364	2.14833	1.9004	2.90058	0.399365	1.39208	5.28287	2.10593	38.3539	6.8813	0.0976932	-0.451821	0.183678	0.634629	-0.200902	1.242366	0.196063	-2.174507	-0.601449	-0.803449	NA	-0.934001	-1.759392	-6.643856	0.623038	-0.458854	-0.526461	-0.551489	1.770805	-1.641002	-0.140078	0.096461	NA	0.349386	-0.063081	-0.16233	-0.139804	-0.161664	0.211588	1.499312	0.834724	-2.801224	-0.443168	0.635163	-0.42169	-0.390767	-0.422163	-0.683239	-1.91724	-2.141273	0.449805	0.385846	-0.079006	2.254362	-0.048255	-0.160148	0.609395	1.568321	1.784871	0.353585	0.028017	0.500007176	0	0	0	0.500007176	NA	NA	NA	NA	NA	0.63	NA	0	0.0103383	0.0833333	0.0051371	0.007	5	216	840	0	1798	9.79878	512	11.8834	737	11.9341	0.999465645265111	1	461340	NA	NA	398.58782	1	0.644251704	0	0	4.63951990428558	NA	NA	1.285768871	0.445	0.99311925473398	2.313078	0.58567	0.74766	0.30502	0.37392	0.07781	0.496	0.091	0.89865	0.92422	0.168	0.67566	unknown
BNIP1	NA	NA	NA	NA	181	0.9972	54.301029995664	7.1848	7.64628	8.56746	6.99986	7.81317	6.22116	6.70486	4.61529	5.60585	5.09113	7.73682	7.35031	6.09536	7.22049	4.63535	7.1287	5.65767	4.40806	6.55519	5.57211	7.78042	13.7876	16.8159	8.78466	8.41919	6.81779	6.44759	6.34711	7.197	6.28721	7.94679	4.99073	3.57757	5.86234	7.15236	4.19054	8.95706	6.60083	4.79523	9.21805	9.15547	5.04789	11.6417	8.63285	6.97173	6.3994	6.3904	8.28234	6.64342	16.2513	10.4974	9.14151	7.59704	1.72937	-0.504565	-0.434464	-0.424207	-0.363894	-0.423956	-0.490568	-0.489562	-0.456096	-0.384789	-0.372427	-0.363954	-0.50999	-0.425614	-0.393297	-0.399926	-0.344739	-0.599493	0.271231	-0.361552	-0.3488	-0.370848	-0.095786	-0.410696	-0.431368	-0.611206	-0.297221	-0.604091	-0.207715	-0.161619	-0.908054	-0.608726	-0.363467	0.207685	-0.284084	-0.374168	-0.395383	-0.497729	-0.253397	-0.429127	-0.421933	-0.478114	0.185565	-0.283489	-0.293472	-0.19722	-0.304737	-0.30618	-0.51167	-0.435702	NA	0	0	0	0	0	NA	NA	NA	NA	NA	-0.12	NA	NA	NA	NA	NA	NA	NA	11	4	7.10497568	31	14.5821	17	68.2864	28	33.2755	0.00143692768334693	4	19945	NA	NA	26.59592	NA	0.42205435	0	0	NA	NA	NA	NA	NA	NA	0.738094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
BNIP3	NA	NA	NA	NA	241	-0.7551	14	38.9218	30.6264	22.7056	21.7878	20.6	18.8362	27.4661	35.8568	43.6958	31.0494	63.5827	58.1572	47.6282	63.8055	35.1354	38.9851	29.7337	27.0146	39.8539	35.4212	30.6324	93.6841	76.9591	31.5421	29.7723	21.8253	11.3644	21.8564	19.3411	21.6364	21.0322	28.6185	32.8756	27.5503	26.7215	42.0021	27.0573	27.127	65.9622	35.1851	73.0005	109.18	35.9094	40.2221	27.8874	26.3472	11.8229	12.1754	17.0117	16.9518	26.1186	22.3526	34.7674	4.1073	-0.280349	-0.783954	-0.309822	1.406794	-1.247999	0.169493	0.605473	-0.158205	1.300566	-0.201724	-0.172886	-0.084936	0.321408	0.560459	1.634958	0.152046	0.230984	0.90365	0.894111	0.093843	-0.190549	0.497379	0.581454	-0.193579	-0.384541	0.205604	-0.134414	-0.117049	0.228314	0.658598	-0.232076	-0.185383	-0.571666	-0.204323	0.476076	-1.378228	-0.620892	0.426209	0.316269	-0.411339	-0.310094	-0.185091	-0.17137	-0.362125	-0.123932	-0.207001	0.717918	0.351986	-0.539856	0.017915	0.500630804	0	0.487611979	0	0.500630804	NA	NA	NA	NA	NA	-0.01	NA	0.433333	0.162594	1	0.00661359	0.042	6	24	NA	10.38510209	63	6.38492	37	22.0831	114	11.7683	0.0487268463399347	7	13857	NA	NA	19.77173	1	0.70647347	0	0	NA	0.069802	NA	NA	NA	NA	0.720978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
BRD1	NA	NA	NA	NA	432	0.4257	15.698970004336	26.2576	20.993	14.4126	22.9268	22.9922	25.721	29.6396	6.47595	7.69809	8.50271	63.1652	63.9974	11.4801	10.5193	7.64223	9.71685	10.1521	6.93172	10.1985	6.94699	25.4009	20.762	22.7372	35.1196	35.4899	32.2122	21.4149	27.6032	24.1087	27.0185	36.9553	9.2448	6.46957	7.78617	13.451	8.88206	27.203	22.5829	12.5244	34.9244	42.7089	9.44518	31.1154	25.1926	40.8208	47.6117	24.7673	25.6765	17.2986	66.9605	30.4046	41.211	30.9748	5.2566	-0.204725	0.25527	0.079273	-0.087364	0.085501	-0.101797	-0.128641	-0.32546	0.173769	-0.103738	0.066846	-0.166093	0.343217	-0.147119	-0.386554	-0.088085	-0.141925	0.575939	-0.158727	-0.121712	0.146433	-0.342698	-0.126916	0.065934	-0.127116	0.111321	0.050735	-0.0692	-0.0742	0.140946	0.415038	-0.130579	-0.109108	0.128351	-0.03259	-0.073986	0.272989	-0.093558	0.08328	0.278221	-0.156601	0.296503	-0.393081	-0.150537	0.080517	-0.160644	-0.076559	0.438237	-0.188636	0.073254	0.501003707	0	0	0	0.501003707	NA	NA	NA	NA	NA	-1.72	NA	NA	NA	NA	NA	NA	7	67	24	4.87468324	194	9.71125	24	36.0399	51	10.3275	0.994534773397455	5	54229	NA	NA	545.41716	1	0.649218917	0	0	NA	0.018678	NA	0.484451076	1	0.997835844656793	4.169754	0.6627	0.74766	0.85093	0.55457	0.5028	0.82355	0.339	0.99439	0.44609	0.892	0.66742	unknown
BRMS1L	NA	NA	NA	NA	27	-0.3868	5.30102999566398	8.73506	8.19604	11.8372	14.0399	13.515	15.4415	9.55618	8.12911	11.9256	7.73247	16.3502	12.6735	10.5533	15.1518	6.9748	9.58278	9.3251	6.18074	9.42413	6.8009	8.38224	11.2678	7.72492	12.3265	10.3321	8.23123	4.88787	8.35941	6.78133	8.10412	10.6762	6.19888	4.45009	3.86839	6.01539	2.75621	7.89602	5.38301	7.69021	10.8844	10.8918	1.73768	7.87586	7.99018	7.08811	6.51747	4.43212	4.31683	4.75949	7.28218	9.8228	11.0728	9.93663	0.35015	-0.302205	0.17966	0.126984	0.370888	-0.474562	-0.185506	-0.132204	-1.047714	-0.424702	0.078522	-0.068321	0.251833	-0.328996	-0.464374	-0.44879	-0.16247	0.981822	0.4777	1.243429	-0.139543	0.200197	-0.240785	-0.148997	-0.434289	-0.249856	0.14408	0.05588	0.423494	-0.23291	0.863194	-0.58241	-0.242262	-0.886446	0.196912	-0.111423	-0.528524	0.995498	-0.645222	-0.4916	-0.134521	0.340659	-0.256738	-0.325625	-0.270732	0.087095	-0.23852	0.608212	-0.35736	-0.183533	0.13613	0.502158273	0	0	0	0.502158273	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	1	11	NA	0	86	12.6759	30	34.645	63	11.3102	0.368282761115449	0	106007	NA	NA	23.92102	NA	0.684573174	0	0	NA	NA	NA	NA	NA	NA	2.217807	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.939	NA	unknown
BSN	NA	NA	NA	NA	15	-0.4184	242	0.315211	0.175311	0.875366	0.286574	0.300982	0.34673	0.367334	10.9883	22.1642	9.92063	59.8996	66.3001	32.9861	34.5949	9.92166	6.60095	13.1178	7.14424	1.9462	3.18352	0.327878	0.187062	0.157709	0.351643	0.608837	0.543047	0.317531	0.380407	0.099203	0.375619	0.529137	0.203348	0.14298	0.344584	0.396553	0.414309	0.360934	0.261773	0.174038	0.647675	0.807721	0.502996	12.248	0.490816	0.144457	0.206456	0.286766	0.251979	0.386454	8.76503	0.846361	0.687996	0.181987	0.0475483	-0.264457	-0.724424	0.398405	-1.133268	-0.428256	-0.159715	-0.339119	0.85121	0.145428	-0.278466	0.080254	-0.096326	0.249425	0.500004	0.270027	-0.338515	0.112016	-2.787285	-0.673556	-0.862128	-0.228932	1.086652	0.325299	0.494936	0.202691	-0.75925	0.1167	-0.760341	0.837811	-1.376934	-5.306771	0.293099	0.69041	0.135354	-0.284191	0.377	0.55733	-0.194139	0.609923	-0.59371	0.595159	-1.532102	-0.817232	-1.25533	0.356924	-0.121239	1.677612	-6.643856	-0.209435	NA	0.500494806	0	0	0	0.500494806	NA	NA	NA	NA	NA	-3.96	NA	NA	NA	NA	NA	NA	1	43	3	9.84822604	22	9.30904	17	17.458	8	8.92752	0.999999992077176	3	117056	NA	NA	1440.10971	1	0.589421332	0	0	11.8305245614892	NA	NA	NA	1	0.998969032640207	5.380538	0.86628	0.74766	0.97279	0.99129	0.98927	0.42016	0.968	0.99526	0.99359	0.724	0.94952	unknown
BTBD1	NA	NA	NA	NA	225	0.2888	12.2218487496164	42.6457	40.2628	26.9472	38.5233	40.906	40.7022	40.7434	34.6554	41.614	36.4919	47.0769	43.5159	46.5272	58.21	31.9581	34.9257	36.3102	29.4615	53.2131	36.4487	37.2566	77.1575	70.1468	39.7617	37.8257	39.5189	32.0963	30.6109	29.0439	33.428	41.5752	51.1484	41.5358	19.9366	26.3193	13.4643	40.0977	28.736	155.291	47.3222	38.7628	9.20121	41.5791	36.7155	25.7336	26.3527	32.7239	29.2242	19.9384	55.6904	45.2703	41.6736	35.9791	7.88031	-0.084726	-0.074585	-0.074833	-0.353337	-0.216878	-0.159519	-0.147704	0.376364	-0.15494	0.189023	0.152655	-0.15535	-0.213073	-0.116415	0.160654	-0.173123	-0.095927	0.166271	0.168301	-0.096978	-0.103499	-0.357955	-0.127097	-0.184068	-0.216441	-0.078611	-0.121867	-0.358094	-0.053465	-0.105471	-0.191846	-0.055651	-2.500064	-0.194107	-0.084488	-0.099716	-0.064838	0.076604	0.125643	-0.060362	-0.055479	-0.092132	0.068877	0.155328	-0.056263	-0.300291	-0.630605	1.411503	-0.309796	0.045493	0.50142935	0	0	0	0.50142935	NA	NA	NA	NA	NA	-0.16	NA	NA	NA	NA	NA	NA	1	22	26	2.94692815	108	8.02526	28	30.1531	104	8.86249	0.0149464237355017	3	50932	NA	NA	99.13934	1	0.736296356	0	0	NA	NA	NA	NA	NA	NA	1.878024	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818	NA	unknown
BTBD3	NA	NA	NA	NA	34	-0.3931	13.301029995664	11.1237	11.9165	18.8066	10.8558	14.2028	14.6415	25.6923	21.7426	23.4066	12.1671	115.938	87.8976	26.6079	37.0924	35.3586	22.8688	10.1538	12.0822	35.8991	19.4792	12.7067	13.1858	4.06402	14.6663	29.8088	17.0683	17.0549	14.3615	8.03591	12.6475	25.1566	8.27477	6.11919	7.95521	13.1645	2.84347	17.4058	14.9739	6.13357	28.8467	19.093	7.33252	13.3084	22.9098	13.9518	13.7986	12.5562	8.08904	22.9801	19.7162	18.9966	26.4286	15.1786	0.52038	-0.070553	0.089493	0.186398	0.117409	0.118547	-0.226715	0.216765	0.232347	0.073837	-0.305333	0.102297	-0.094766	0.162176	0.478719	-0.196833	0.132979	-0.151299	0.287199	0.57322	0.08543	0.37977	3.218408	0.174842	0.263274	0.373642	-0.130478	-0.238211	0.142898	-0.371746	1.514576	-0.885969	0.328112	0.3138	-0.162726	-0.096694	0.798501	0.469709	0.766871	0.36572	-0.362469	0.102661	0.116467	-0.158021	-1.25687	0.072207	-0.356467	1.301562	-1.058516	-0.330937	0.14904	0	0	0	0	0	NA	NA	NA	NA	NA	-0.03	NA	NA	NA	NA	NA	NA	NA	15	46	1.94162869	149	6.17123	54	27.3211	37	9.57238	0.0614215773226243	7	35886	NA	NA	77.08743	NA	0.476040453	0	0	NA	NA	NA	NA	NA	NA	1.290791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
BTNL2	0.223	0.4	0.08	NA	248	0.4411	48	0.0311835	0.0562809	0.0587081	0	0.0387222	0	0.0462754	0.107607	0.17787	0.115159	0.100233	0.117368	0.198634	0.186821	0.145472	0.265741	0.209999	0.0745692	0.140138	0.108692	0.0691806	0	0.146676	0.517951	0.453667	0.0752438	0.0581807	0.0607697	0.0395597	0.0483912	0.117263	0.0363215	0	0.0360912	0.149822	0	0.0817036	0.0498747	0	0.375777	0.817714	0	0.157337	0.261366	0.0581032	0.0542238	0.394676	0.323723	0.0301967	0.492456	0.073662	0.298152	0.201356	0	NA	NA	2.850096	NA	NA	NA	2.168237	-6.643856	1.253563	1.138716	-2.135487	-0.716038	-1.225485	1.701491	-6.643856	0.953493	0.941312	1.029567	0.993633	-0.946943	NA	-0.704266	0.950535	-1.428864	NA	NA	NA	NA	NA	NA	NA	0.643702	NA	NA	-0.763779	-1.773372	NA	-4.293729	0.814319	NA	NA	1.585358	-1.016696	NA	-2.147415	NA	-1.087618	0.997001	NA	NA	0.577350269	0.577350269	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	NA	2.8596958	133	9.338	130	10.6706	89	19.5187	0.000000202725572868094	4	13165	NA	NA	12487.13218	NA	0.153042644	0	0	NA	0.0023263	NA	NA	0.962	NA	3.119025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
BTRC	NA	NA	NA	NA	574	-0.3929	15.397940008672	7.75124	8.1392	13.0809	8.9338	9.94165	9.57334	13.1116	11.5441	16.8278	15.2865	26.3599	23.529	22.8332	27.4553	11.782	16.2395	19.9634	11.7024	11.1722	10.2976	8.5482	11.3766	9.36831	13.4237	14.3681	11.5658	7.31787	10.656	12.0104	11.0385	11.6942	7.71851	8.10273	5.07642	6.62914	4.45439	8.4993	9.59614	7.41082	11.2043	17.0323	4.31334	18.1515	15.9013	11.2957	11.3651	7.4497	10.5922	7.06267	25.8366	11.4217	14.6045	13.2557	1.60561	0.115389	0.149989	-0.149003	0.124759	0.164028	0.118524	0.119358	0.140363	-0.068759	0.363879	0.100363	0.039125	0.069512	0.106993	0.07873	-0.077129	0.094946	-0.230351	-0.179203	0.131603	-0.062548	-0.097762	0.180835	0.14305	0.125172	-0.122993	0.160367	0.133481	0.375628	-0.329424	-0.159737	0.176695	0.128782	-0.097276	0.098827	0.142446	0.148756	0.13296	0.146378	0.116276	0.124898	-0.449932	0.222126	0.149255	-0.057385	0.130035	-0.084182	0.157709	0.052484	0.044002	0.514548234	0	0	0	0.514548234	NA	NA	NA	NA	NA	-0.38	NA	NA	NA	NA	NA	NA	NA	50	30	4.92578312	259	9.47072	61	23.3222	84	8.52392	0.863167823590213	56	203258	NA	NA	234.394	NA	0.764716923	0	0	NA	NA	NA	NA	0.956	NA	2.025217	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.709	NA	unknown
C10orf107	NA	NA	NA	NA	220	0.3536	NA	1.1655	0.552881	0.2377	1.01979	1.23462	1.04421	0.484009	3.13171	3.00434	2.79353	0.236433	0.198718	2.54404	3.02439	4.47069	4.1686	3.21748	1.93466	15.0181	5.08298	0.987399	0.569863	0	1.83277	3.07685	1.28392	0.654177	1.62439	0.0817811	1.90757	2.00412	0.0837538	0.0209603	0.910178	1.42375	0.0419885	3.17082	0.709763	0.0331981	0.707495	0.247139	0.10684	7.64575	4.03689	0.163689	0.304886	0.370735	0.524569	0.33712	17.4279	0.966694	2.06498	0.691268	0	2.118599	2.621351	2.077298	2.457008	2.605159	2.563113	1.444172	1.373536	1.358582	1.668811	2.073988	1.484886	1.371331	1.035821	1.379368	1.657693	1.637039	1.025137	1.301097	2.153606	1.713776	NA	2.962373	2.388637	2.462775	2.346949	2.314373	2.826526	NA	1.749025	1.722328	1.499658	2.172053	NA	2.623975	2.144097	2.67079	1.698892	1.759815	2.394674	2.153064	2.164392	2.711356	2.699499	0.113431	2.500284	2.723832	2.70424	NA	0.013362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.4	NA	NA	NA	NA	NA	NA	3	40	176	NA	287	7.27087	34	15.4663	226	5.88466	0.000790930288586529	0	103805	NA	NA	NA	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	1.233348	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523	NA	unknown
